id,pdes,name,name_ru,diameter,q,per,class,horizons,begin_time,end_time
a0017419,17419,,,33.138,4.877975554,4344.608626,TJN,DES=+2017419,1997-01-09-20-20-55,2000-01-01-00-00-00
a0000170,170,Maria,Мария,33.136,2.391312688,1490.648736,MBA,DES=+2000170,1998-12-24-08-06-28,2000-01-01-00-00-00
a0029977,29977,,,33.098,4.763646613,4366.842535,TJN,DES=+2029977,1997-01-04-06-56-43,2000-01-01-00-00-00
a0076857,76857,,,33.098,4.775379929,4415.862684,TJN,DES=+2076857,1996-12-23-00-49-28,2000-01-01-00-00-00
a0037519,37519,Amphios,Амфий,33.076,5.177249223,4340.29843,TJN,DES=+2037519,1997-01-10-22-12-35,2000-01-01-00-00-00
a0024470,24470,,,33.067,4.79145007,4364.553617,TJN,DES=+2024470,1997-01-04-20-40-43,2000-01-01-00-00-00
a0004226,4226,Damiaan,Damiaan,33.065,2.134112936,1771.980462,MBA,DES=+2004226,1998-10-15-00-07-03,2000-01-01-00-00-00
a0002330,2330,Ontake,Ontake,33.061,3.065607482,2070.592582,MBA,DES=+2002330,1998-08-01-08-26-41,2000-01-01-00-00-00
a0004547,4547,Massachusetts,Massachusetts,33.036,2.42988361,1542.462949,MBA,DES=+2004547,1998-12-11-09-13-21,2000-01-01-00-00-00
a0000848,848,Inna,Inna,33.027,2.603726982,2002.930978,MBA,DES=+2000848,1998-08-18-06-24-51,2000-01-01-00-00-00
a0332685,332685,,,33,7.034889079,16510.10382,CEN,DES=+2332685,1990-01-01-00-00-00,2000-01-01-00-00-00
a0004201,4201,Orosz,Orosz,32.985,2.436791418,2049.339266,MBA,DES=+2004201,1998-08-06-15-57-52,2000-01-01-00-00-00
a0023119,23119,,,32.954,4.560102134,4400.365762,GRK,DES=+2023119,1996-12-26-21-48-21,2000-01-01-00-00-00
a0000183,183,Istria,Истрия,32.927,1.812754983,1703.07573,MBA,DES=+2000183,1998-11-01-05-32-45,2000-01-01-00-00-00
a0001146,1146,Biarmia,Biarmia,32.925,2.265472484,1939.322022,MBA,DES=+2001146,1998-09-03-04-04-05,2000-01-01-00-00-00
a0000757,757,Portlandia,Portlandia,32.894,2.112872115,1335.198158,MBA,DES=+2000757,1999-02-01-04-48-39,2000-01-01-00-00-00
a0004236,4236,Lidov,Лидов,32.88,3.319583987,2335.963771,OMB,DES=+2004236,1998-05-27-00-13-03,2000-01-01-00-00-00
a0002967,2967,Vladisvyat,Vladisvyat,32.879,2.767202329,2089.362383,MBA,DES=+2002967,1998-07-27-15-49-33,2000-01-01-00-00-00
a0002959,2959,Scholl,Scholl,32.783,2.867907991,2864.49717,OMB,DES=+2002959,1998-01-14-21-01-02,2000-01-01-00-00-00
a0000278,278,Paulina,Paulina,32.773,2.393143074,1671.53242,MBA,DES=+2000278,1998-11-09-02-48-20,2000-01-01-00-00-00
a0009790,9790,,,32.771,4.953694532,4389.247525,GRK,DES=+2009790,1996-12-29-16-30-55,2000-01-01-00-00-00
a0002375,2375,Radek,Радек,32.744,2.513059475,2073.495632,MBA,DES=+2002375,1998-07-31-15-01-35,2000-01-01-00-00-00
a0000666,666,Desdemona,Desdemona,32.741,1.975156152,1524.491358,MBA,DES=+2000666,1998-12-15-21-03-07,2000-01-01-00-00-00
a0003561,3561,Devine,Devine,32.74,3.447981751,2879.10798,OMB,DES=+2003561,1998-01-11-05-21-08,2000-01-01-00-00-00
a0004617,4617,Zadunaisky,Zadunaisky,32.685,2.982458645,2098.968907,OMB,DES=+2004617,1998-07-25-06-11-12,2000-01-01-00-00-00
a0002524,2524,Budovicium,Budovicium,32.677,2.623171677,2010.83672,MBA,DES=+2002524,1998-08-16-06-58-47,2000-01-01-00-00-00
a0000562,562,Salome,Salome,32.651,2.713506683,1915.802914,MBA,DES=+2000562,1998-09-09-01-10-58,2000-01-01-00-00-00
a0000768,768,Struveana,Struveana,32.597,2.470208988,2029.863543,MBA,DES=+2000768,1998-08-11-12-49-08,2000-01-01-00-00-00
a0001277,1277,Dolores,Dolores,32.587,2.06000645,1620.947901,MBA,DES=+2001277,1998-11-21-18-18-46,2000-01-01-00-00-00
a0001261,1261,Legia,Legia,32.576,2.575509077,2028.644595,MBA,DES=+2001261,1998-08-11-20-07-57,2000-01-01-00-00-00
a0005022,5022,Roccapalumba,Roccapalumba,32.547,2.877713063,2039.648012,MBA,DES=+2005022,1998-08-09-02-06-43,2000-01-01-00-00-00
a0000981,981,Martina,Martina,32.545,2.464225616,1988.013153,MBA,DES=+2000981,1998-08-21-23-55-16,2000-01-01-00-00-00
a0030942,30942,Helicaon,Геликаон,32.544,4.847188126,4318.69717,TJN,DES=+2030942,1997-01-16-07-49-03,2000-01-01-00-00-00
a0003396,3396,Muazzez,Muazzez,32.519,2.773529669,2282.67806,OMB,DES=+2003396,1998-06-09-07-55-54,2000-01-01-00-00-00
a0029603,29603,,,32.512,4.971838121,4264.561595,TJN,DES=+2029603,1997-01-29-20-37-51,2000-01-01-00-00-00
a0004144,4144,Vladvasil'ev,Владвасильев,32.494,3.056800324,2053.089012,MBA,DES=+2004144,1998-08-05-17-27-58,2000-01-01-00-00-00
a0006144,6144,Kondojiro,Kondojiro,32.492,3.039933823,3794.891296,AST,DES=+2006144,1997-05-27-06-39-10,2000-01-01-00-00-00
a0007394,7394,Xanthomalitia,Xanthomalitia,32.472,3.79887091,2847.839616,OMB,DES=+2007394,1998-01-19-00-57-45,2000-01-01-00-00-00
a0000824,824,Anastasia,Anastasia,32.457,2.407625386,1704.294468,MBA,DES=+2000824,1998-10-31-22-14-00,2000-01-01-00-00-00
a0000984,984,Gretia,Gretia,32.449,2.249328889,1713.404212,MBA,DES=+2000984,1998-10-29-15-34-30,2000-01-01-00-00-00
a0001163,1163,Saga,Saga,32.429,3.079137144,2107.793776,OMB,DES=+2001163,1998-07-23-01-14-15,2000-01-01-00-00-00
a0000801,801,Helwerthia,Helwerthia,32.404,2.402642574,1535.733231,MBA,DES=+2000801,1998-12-13-01-36-03,2000-01-01-00-00-00
a0023970,23970,,,32.404,4.918872419,4411.536196,GRK,DES=+2023970,1996-12-24-02-47-00,2000-01-01-00-00-00
a0000677,677,Aaltje,Aaltje,32.403,2.805249754,1854.89711,MBA,DES=+2000677,1998-09-24-06-37-03,2000-01-01-00-00-00
a0001347,1347,Patria,Patria,32.4,2.394815401,1505.765372,MBA,DES=+2001347,1998-12-20-13-24-28,2000-01-01-00-00-00
a0023694,23694,,,32.389,5.034331969,4363.601332,TJN,DES=+2023694,1997-01-05-02-23-33,2000-01-01-00-00-00
a0001674,1674,Groeneveld,Groeneveld,32.386,2.812611376,2096.499682,OMB,DES=+2001674,1998-07-25-21-00-07,2000-01-01-00-00-00
a0004045,4045,Lowengrub,Lowengrub,32.369,2.901390881,2119.817203,OMB,DES=+2004045,1998-07-20-01-05-49,2000-01-01-00-00-00
a0002632,2632,Guizhou,Guizhou,32.364,2.706454939,1934.082376,MBA,DES=+2002632,1998-09-04-11-30-21,2000-01-01-00-00-00
a0011428,11428,Alcinoos,Alcinoos,32.354,5.257251941,4490.774386,GRK,DES=+2011428,1996-12-04-07-21-15,2000-01-01-00-00-00
a0001187,1187,Afra,Afra,32.348,2.052384326,1566.544531,MBA,DES=+2001187,1998-12-05-08-43-59,2000-01-01-00-00-00
a0000534,534,Nassovia,Nassovia,32.333,2.714708275,1788.486917,MBA,DES=+2000534,1998-10-10-21-04-43,2000-01-01-00-00-00
a0001604,1604,Tombaugh,Tombaugh,32.33,2.715183146,1920.456049,MBA,DES=+2001604,1998-09-07-21-15-50,2000-01-01-00-00-00
a0015638,15638,,,32.268,3.254405526,2912.797926,OMB,DES=+2015638,1998-01-02-19-12-45,2000-01-01-00-00-00
a0004829,4829,Sergestus,Sergestus,32.22,4.9152627,4281.448811,TJN,DES=+2004829,1997-01-25-15-18-27,2000-01-01-00-00-00
a0000427,427,Galene,Galene,32.193,2.611713003,1870.853432,MBA,DES=+2000427,1998-09-20-06-52-46,2000-01-01-00-00-00
a0009030,9030,,,32.186,5.169450728,4434.784612,TJN,DES=+2009030,1996-12-18-07-17-34,2000-01-01-00-00-00
a0012921,12921,,,32.174,4.759333801,4387.557808,GRK,DES=+2012921,1996-12-30-02-39-13,2000-01-01-00-00-00
a0000727,727,Nipponia,Nipponia,32.17,2.294567345,1501.607051,MBA,DES=+2000727,1998-12-21-14-21-28,2000-01-01-00-00-00
a0042367,42367,,,32.16,4.982781063,4345.207625,GRK,DES=+2042367,1997-01-09-16-45-17,2000-01-01-00-00-00
a0003759,3759,Piironen,Piironen,32.15,2.397931415,1637.857522,MBA,DES=+2003759,1998-11-17-12-51-18,2000-01-01-00-00-00
a0011487,11487,,,32.139,4.903541704,4265.03189,TJN,DES=+2011487,1997-01-29-17-48-33,2000-01-01-00-00-00
a0003761,3761,Romanskaya,Romanskaya,32.132,2.242306509,2017.569305,MBA,DES=+2003761,1998-08-14-14-35-04,2000-01-01-00-00-00
a0036624,36624,,,32.117,5.05258544,4287.323578,TJN,DES=+2036624,1997-01-24-04-03-32,2000-01-01-00-00-00
a0019018,19018,,,32.111,4.693942964,4344.583067,TJN,DES=+2019018,1997-01-09-20-30-07,2000-01-01-00-00-00
a0002813,2813,Zappala,Zappala,32.04,2.653136597,2026.166073,MBA,DES=+2002813,1998-08-12-11-00-13,2000-01-01-00-00-00
a0000529,529,Preziosa,Preziosa,32.01,2.723770001,1911.855809,MBA,DES=+2000529,1998-09-10-00-51-55,2000-01-01-00-00-00
a0000243,243,Ida,Ида,32,2.737695416,1767.279851,MBA,DES=+2000243,1998-10-16-04-19-16,2000-01-01-00-00-00
a0003971,3971,Voronikhin,Voronikhin,31.996,2.322432124,1755.708508,MBA,DES=+2003971,1998-10-19-01-44-57,2000-01-01-00-00-00
a0001043,1043,Beate,Beate,31.986,2.972296158,1985.828642,MBA,DES=+2001043,1998-08-22-13-01-42,2000-01-01-00-00-00
a0000775,775,Lumiere,Lumiere,31.958,2.797876712,1908.273048,MBA,DES=+2000775,1998-09-10-22-21-43,2000-01-01-00-00-00
a0006359,6359,Dubinin,Dubinin,31.902,2.892717608,2107.541214,OMB,DES=+2006359,1998-07-23-02-45-10,2000-01-01-00-00-00
a0003642,3642,Frieden,Frieden,31.899,2.56117822,1699.643419,MBA,DES=+2003642,1998-11-02-02-08-23,2000-01-01-00-00-00
a0000651,651,Antikleia,Antikleia,31.895,2.717632612,1919.388204,MBA,DES=+2000651,1998-09-08-03-40-15,2000-01-01-00-00-00
a0000523,523,Ada,Ada,31.89,2.437890326,1865.901346,MBA,DES=+2000523,1998-09-21-12-35-31,2000-01-01-00-00-00
a0024505,24505,,,31.888,4.975405918,4372.797428,GRK,DES=+2024505,1997-01-02-19-12-57,2000-01-01-00-00-00
a0002443,2443,Tomeileen,Tomeileen,31.878,2.831969737,1903.809079,MBA,DES=+2002443,1998-09-12-01-08-44,2000-01-01-00-00-00
a0022055,22055,,,31.816,5.114793322,4398.880367,GRK,DES=+2022055,1996-12-27-06-43-06,2000-01-01-00-00-00
a0002414,2414,Vibeke,Vibeke,31.782,2.785230078,2089.286387,MBA,DES=+2002414,1998-07-27-16-16-55,2000-01-01-00-00-00
a0000220,220,Stephania,Стефания,31.738,1.744848963,1314.734824,MBA,DES=+2000220,1999-02-06-07-35-27,2000-01-01-00-00-00
a0009694,9694,Lycomedes,Lycomedes,31.736,4.903272908,4199.489328,GRK,DES=+2009694,1997-02-15-03-03-52,2000-01-01-00-00-00
a0002332,2332,Kalm,Kalm,31.734,2.889616155,1969.446335,MBA,DES=+2002332,1998-08-26-15-19-20,2000-01-01-00-00-00
a0000197,197,Arete,Арета,31.729,2.287551773,1654.560456,MBA,DES=+2000197,1998-11-13-08-38-15,2000-01-01-00-00-00
a0000430,430,Hybris,Hybris,31.702,2.120487889,1752.517599,MBA,DES=+2000430,1998-10-19-20-53-40,2000-01-01-00-00-00
a0019725,19725,,,31.668,4.790163778,4282.465405,GRK,DES=+2019725,1997-01-25-09-12-29,2000-01-01-00-00-00
a0013244,13244,Dannymeyer,Dannymeyer,31.63,3.125370081,2058.548964,MBA,DES=+2013244,1998-08-04-08-42-23,2000-01-01-00-00-00
a0001947,1947,Iso-Heikkila,Iso-Heikkila,31.611,3.034038073,2044.102563,MBA,DES=+2001947,1998-08-07-23-23-05,2000-01-01-00-00-00
a0024380,24380,,,31.607,4.825166775,4398.094411,GRK,DES=+2024380,1996-12-27-11-26-02,2000-01-01-00-00-00
a0001498,1498,Lahti,Lahti,31.605,2.371548323,2000.557502,MBA,DES=+2001498,1998-08-18-20-39-18,2000-01-01-00-00-00
a0000561,561,Ingwelde,Ingwelde,31.562,2.80635996,2072.080432,MBA,DES=+2000561,1998-07-31-23-31-03,2000-01-01-00-00-00
a0003476,3476,Dongguan,Dongguan,31.53,2.544470621,2052.40107,MBA,DES=+2003476,1998-08-05-21-35-37,2000-01-01-00-00-00
a0001105,1105,Fragaria,Fragaria,31.518,2.689417164,1906.458431,MBA,DES=+2001105,1998-09-11-09-14-58,2000-01-01-00-00-00
a0005192,5192,Yabuki,Yabuki,31.503,2.913926272,2082.50439,MBA,DES=+2005192,1998-07-29-08-58-26,2000-01-01-00-00-00
a0001572,1572,Posnania,Posnania,31.5,2.468698726,2002.902562,MBA,DES=+2001572,1998-08-18-06-35-05,2000-01-01-00-00-00
a0000226,226,Weringia,Верингия,31.494,2.158943089,1631.094642,MBA,DES=+2000226,1998-11-19-05-25-56,2000-01-01-00-00-00
a0003278,3278,Behounek,Behounek,31.455,3.170397814,2106.08426,OMB,DES=+2003278,1998-07-23-11-29-40,2000-01-01-00-00-00
a0055419,55419,,,31.406,5.017577827,4408.990714,TJN,DES=+2055419,1996-12-24-18-03-22,2000-01-01-00-00-00
a0024446,24446,,,31.392,4.816261345,4373.757559,TJN,DES=+2024446,1997-01-02-13-27-18,2000-01-01-00-00-00
a0001288,1288,Santa,Santa,31.378,2.693779815,1788.539659,MBA,DES=+2001288,1998-10-10-20-45-44,2000-01-01-00-00-00
a0023968,23968,,,31.358,4.407569157,4396.247648,GRK,DES=+2023968,1996-12-27-22-30-52,2000-01-01-00-00-00
a0000131,131,Vala,Вала,31.337,2.267883358,1385.391465,MBA,DES=+2000131,1999-01-19-15-39-04,2000-01-01-00-00-00
a0011663,11663,,,31.327,4.484402024,4253.69123,TJN,DES=+2011663,1997-02-01-13-51-11,2000-01-01-00-00-00
a0004209,4209,Briggs,Briggs,31.303,2.897586748,2050.101472,MBA,DES=+2004209,1998-08-06-11-23-29,2000-01-01-00-00-00
a0005907,5907,,,31.248,4.639156017,4257.821539,TJN,DES=+2005907,1997-01-31-13-04-16,2000-01-01-00-00-00
a0002271,2271,Kiso,Kiso,31.229,2.595588396,1674.333691,MBA,DES=+2002271,1998-11-08-09-59-53,2000-01-01-00-00-00
a0001027,1027,Aesculapia,Aesculapia,31.225,2.745184016,2045.818422,MBA,DES=+2001027,1998-08-07-13-05-23,2000-01-01-00-00-00
a0011887,11887,Echemmon,Echemmon,31.19,4.707995635,4308.726788,TJN,DES=+2011887,1997-01-18-19-38-23,2000-01-01-00-00-00
a0001519,1519,Kajaani,Kajaani,31.166,2.369545088,2015.74122,MBA,DES=+2001519,1998-08-15-01-33-10,2000-01-01-00-00-00
a0024537,24537,,,31.158,4.74510882,4289.027275,GRK,DES=+2024537,1997-01-23-17-50-12,2000-01-01-00-00-00
a0000880,880,Herba,Herba,31.141,2.027498294,1894.568309,MBA,DES=+2000880,1998-09-14-08-35-25,2000-01-01-00-00-00
a0018063,18063,,,31.122,4.858368205,4269.671156,GRK,DES=+2018063,1997-01-28-13-58-25,2000-01-01-00-00-00
a0003254,3254,Bus,Bus,31.104,3.327961457,2888.060554,OMB,DES=+2003254,1998-01-08-23-38-13,2000-01-01-00-00-00
a0016785,16785,,,31.056,2.850814643,2050.410181,MBA,DES=+2016785,1998-08-06-09-32-21,2000-01-01-00-00-00
a0002534,2534,Houzeau,Houzeau,31.052,2.623912716,2046.574641,MBA,DES=+2002534,1998-08-07-08-33-08,2000-01-01-00-00-00
a0000555,555,Norma,Norma,31.04,2.712721373,2081.029751,MBA,DES=+2000555,1998-07-29-17-49-18,2000-01-01-00-00-00
a0001936,1936,Lugano,Lugano,31.037,2.313190865,1600.178652,MBA,DES=+2001936,1998-11-26-22-55-42,2000-01-01-00-00-00
a0003162,3162,Nostalgia,Nostalgia,31.021,2.663762618,2047.273565,MBA,DES=+2003162,1998-08-07-04-21-31,2000-01-01-00-00-00
a0000899,899,Jokaste,Jokaste,31.018,2.323353926,1810.385089,MBA,DES=+2000899,1998-10-05-09-41-23,2000-01-01-00-00-00
a0041379,41379,,,31.006,4.807455118,4225.751702,GRK,DES=+2041379,1997-02-08-13-29-25,2000-01-01-00-00-00
a0010664,10664,Phemios,Phemios,30.963,5.029283914,4314.818296,GRK,DES=+2010664,1997-01-17-07-05-26,2000-01-01-00-00-00
a0003152,3152,Jones,Jones,30.952,2.388563548,1554.242947,MBA,DES=+2003152,1998-12-08-10-32-33,2000-01-01-00-00-00
a0003687,3687,Dzus,Dzus,30.932,2.179771655,1644.330787,MBA,DES=+2003687,1998-11-15-22-00-55,2000-01-01-00-00-00
a0000808,808,Merxia,Merxia,30.923,2.391403293,1660.679803,MBA,DES=+2000808,1998-11-11-19-55-17,2000-01-01-00-00-00
a0013182,13182,,,30.901,4.624858359,4360.844555,GRK,DES=+2013182,1997-01-05-18-55-59,2000-01-01-00-00-00
a0004732,4732,Froeschle,Froeschle,30.872,2.932005636,2050.452901,MBA,DES=+2004732,1998-08-06-09-16-58,2000-01-01-00-00-00
a0000292,292,Ludovica,Ludovica,30.864,2.444231375,1470.321188,MBA,DES=+2000292,1998-12-29-10-04-23,2000-01-01-00-00-00
a0032435,32435,,,30.829,4.562077858,4361.823374,TJN,DES=+2032435,1997-01-05-13-03-37,2000-01-01-00-00-00
a0000533,533,Sara,Sara,30.819,2.843194871,1877.405987,MBA,DES=+2000533,1998-09-18-15-33-51,2000-01-01-00-00-00
a0000706,706,Hirundo,Hirundo,30.819,2.199305229,1646.93589,MBA,DES=+2000706,1998-11-15-06-23-05,2000-01-01-00-00-00
a0003156,3156,Ellington,Ellington,30.794,2.292673037,1763.200701,MBA,DES=+2003156,1998-10-17-04-47-45,2000-01-01-00-00-00
a0002132,2132,Zhukov,Жуков,30.787,2.549398204,1692.61292,MBA,DES=+2002132,1998-11-03-20-19-21,2000-01-01-00-00-00
a0005337,5337,Aoki,Aoki,30.782,2.900964572,2091.477067,OMB,DES=+2005337,1998-07-27-03-08-16,2000-01-01-00-00-00
a0003843,3843,OISCA,OISCA,30.768,3.416704409,2909.523023,OMB,DES=+2003843,1998-01-03-14-51-43,2000-01-01-00-00-00
a0032397,32397,,,30.763,5.196926016,4385.226467,TJN,DES=+2032397,1996-12-30-16-38-30,2000-01-01-00-00-00
a0001548,1548,Palomaa,Palomaa,30.761,2.567222589,1700.315619,MBA,DES=+2001548,1998-11-01-22-06-23,2000-01-01-00-00-00
a0036279,36279,,,30.752,4.785515636,4474.441789,GRK,DES=+2036279,1996-12-08-09-20-59,2000-01-01-00-00-00
a0000908,908,Buda,Буда,30.749,2.106753852,1419.993231,MBA,DES=+2000908,1999-01-11-00-02-26,2000-01-01-00-00-00
a0004436,4436,Ortizmoreno,Ortizmoreno,30.74,3.074555682,2143.09766,OMB,DES=+2004436,1998-07-14-05-24-51,2000-01-01-00-00-00
a0006137,6137,Johnfletcher,Johnfletcher,30.72,3.013848566,2106.489452,OMB,DES=+2006137,1998-07-23-09-03-48,2000-01-01-00-00-00
a0002983,2983,Poltava,Полтава,30.69,2.681267047,1756.221815,MBA,DES=+2002983,1998-10-18-22-40-09,2000-01-01-00-00-00
a0003939,3939,Huruhata,Huruhata,30.644,2.790709976,2002.46461,MBA,DES=+2003939,1998-08-18-09-12-45,2000-01-01-00-00-00
a0117447,117447,117447,117447,30.603,4.959545013,4398.7024,TJN,DES=+2117447,1996-12-27-07-47-10,2000-01-01-00-00-00
a0001815,1815,Beethoven,Бетховен,30.598,2.549547055,2043.489315,MBA,DES=+2001815,1998-08-08-03-03-51,2000-01-01-00-00-00
a0000590,590,Tomyris,Tomyris,30.577,2.758761628,1897.671643,MBA,DES=+2000590,1998-09-13-13-58-13,2000-01-01-00-00-00
a0000885,885,Ulrike,Ulrike,30.537,2.518779276,1988.928695,MBA,DES=+2000885,1998-08-21-18-25-41,2000-01-01-00-00-00
a0003157,3157,Novikov,Новиков,30.522,2.687815017,2042.324188,MBA,DES=+2003157,1998-08-08-10-03-18,2000-01-01-00-00-00
a0000672,672,Astarte,Astarte,30.454,2.212881879,1492.629919,MBA,DES=+2000672,1998-12-23-20-13-14,2000-01-01-00-00-00
a0000504,504,Cora,Cora,30.438,2.137101518,1640.922401,MBA,DES=+2000504,1998-11-16-18-27-57,2000-01-01-00-00-00
a0000277,277,Elvira,Эльвира,30.422,2.619612589,1789.698592,MBA,DES=+2000277,1998-10-10-13-48-31,2000-01-01-00-00-00
a0000835,835,Olivia,Оливия,30.418,2.937460309,2109.861664,OMB,DES=+2000835,1998-07-22-12-49-49,2000-01-01-00-00-00
a0004208,4208,Kiselev,Киселёв,30.413,2.96826311,2099.9536,OMB,DES=+2004208,1998-07-25-00-16-43,2000-01-01-00-00-00
a0005928,5928,Pindarus,Pindarus,30.402,3.501288213,2911.531721,OMB,DES=+2005928,1998-01-03-02-48-35,2000-01-01-00-00-00
a0001199,1199,Geldonia,Geldonia,30.395,2.933978664,1918.833667,MBA,DES=+2001199,1998-09-08-06-59-53,2000-01-01-00-00-00
a0001939,1939,Loretta,Loretta,30.365,2.730653759,2015.592497,MBA,DES=+2001939,1998-08-15-02-26-43,2000-01-01-00-00-00
a0002666,2666,Gramme,Gramme,30.364,2.461261718,2067.195736,MBA,DES=+2002666,1998-08-02-04-49-33,2000-01-01-00-00-00
a0003092,3092,Herodotus,Геродот,30.346,3.135667796,2436.226808,OMB,DES=+2003092,1998-05-01-22-38-21,2000-01-01-00-00-00
a0003811,3811,Karma,Карма,30.344,2.240697207,1510.558308,MBA,DES=+2003811,1998-12-19-08-39-01,2000-01-01-00-00-00
a0018062,18062,18062,18062,30.334,4.898554252,4268.033375,GRK,DES=+2018062,1997-01-28-23-48-01,2000-01-01-00-00-00
a0017428,17428,Charleroi,Шарлеруа,30.297,3.484345947,2856.194198,OMB,DES=+2017428,1998-01-16-22-50-06,2000-01-01-00-00-00
a0000327,327,Columbia,Колумбия,30.291,2.606811999,1689.360598,MBA,DES=+2000327,1998-11-04-15-50-12,2000-01-01-00-00-00
a0032464,32464,32464,32464,30.26,5.138834431,4372.952116,TJN,DES=+2032464,1997-01-02-18-17-16,2000-01-01-00-00-00
a0012238,12238,Actor,Актёр,30.252,4.531996457,4298.182836,GRK,DES=+2012238,1997-01-21-10-54-12,2000-01-01-00-00-00
a0001684,1684,Iguassu,Игуассу,30.21,2.70927801,1991.040797,MBA,DES=+2001684,1998-08-21-05-45-19,2000-01-01-00-00-00
a0001650,1650,Heckmann,Хекман,30.202,2.038252731,1387.837031,MBA,DES=+2001650,1999-01-19-00-58-40,2000-01-01-00-00-00
a0003095,3095,Omarkhayyam,Омархайям,30.178,3.215848301,2381.683851,OMB,DES=+2003095,1998-05-15-13-53-49,2000-01-01-00-00-00
a0004835,4835,4835,4835,30.175,3.895875714,4327.769808,GRK,DES=+2004835,1997-01-14-01-22-54,2000-01-01-00-00-00
a0012559,12559,12559,12559,30.143,3.099988048,2091.098382,OMB,DES=+2012559,1998-07-27-05-24-35,2000-01-01-00-00-00
a0008915,8915,Sawaishujiro,Савайсудзиро,30.135,3.730348122,2852.591753,OMB,DES=+2008915,1998-01-17-20-26-59,2000-01-01-00-00-00
a0000484,484,Pittsburghia,Питтсбургия,30.06,2.511680401,1590.679956,MBA,DES=+2000484,1998-11-29-07-55-13,2000-01-01-00-00-00
a0004967,4967,Glia,Глия,30.022,3.029842834,2041.09711,MBA,DES=+2004967,1998-08-08-17-25-03,2000-01-01-00-00-00
a0004449,4449,Sobinov,Собинов,30.02,2.838977556,2034.857196,MBA,DES=+2004449,1998-08-10-06-51-25,2000-01-01-00-00-00
a0000394,394,Arduina,Ардуина,30.01,2.137347121,1678.435149,MBA,DES=+2000394,1998-11-07-09-23-21,2000-01-01-00-00-00
a0002520,2520,Novorossijsk,Новороссийск,30,2.81558859,2002.974312,MBA,DES=+2002520,1998-08-18-06-09-15,2000-01-01-00-00-00
a0002444,2444,Lederle,Lederle,29.925,2.368016071,1645.873427,MBA,DES=+2002444,1998-11-15-12-45-34,2000-01-01-00-00-00
a0024534,24534,,,29.913,4.771017022,4333.218681,GRK,DES=+2024534,1997-01-12-16-41-18,2000-01-01-00-00-00
a0004186,4186,Tamashima,Tamashima,29.91,2.898964802,2000.85804,MBA,DES=+2004186,1998-08-18-18-51-07,2000-01-01-00-00-00
a0007131,7131,Longtom,Longtom,29.896,2.642851549,2067.930938,MBA,DES=+2007131,1998-08-02-00-24-52,2000-01-01-00-00-00
a0002525,2525,O'Steen,O'Steen,29.877,2.592213703,2044.23035,MBA,DES=+2002525,1998-08-07-22-37-05,2000-01-01-00-00-00
a0003037,3037,Alku,Alku,29.876,2.167392939,1596.003377,MBA,DES=+2003037,1998-11-27-23-58-48,2000-01-01-00-00-00
a0003923,3923,Radzievskij,Radzievskij,29.87,3.080393127,2876.293596,OMB,DES=+2003923,1998-01-11-22-14-19,2000-01-01-00-00-00
a0025883,25883,,,29.842,5.026588999,4246.853669,TJN,DES=+2025883,1997-02-03-06-52-42,2000-01-01-00-00-00
a0002747,2747,Cesky Krumlov,ЧешскийКрумлов,29.804,2.698136479,1991.415999,MBA,DES=+2002747,1998-08-21-03-30-15,2000-01-01-00-00-00
a0000732,732,Tjilaki,Tjilaki,29.791,2.349423313,1406.056353,MBA,DES=+2000732,1999-01-14-11-39-42,2000-01-01-00-00-00
a0000273,273,Atropos,Atropos,29.768,2.011138915,1353.787245,MBA,DES=+2000273,1999-01-27-13-16-35,2000-01-01-00-00-00
a0063273,63273,,,29.767,4.544491123,4341.27101,GRK,DES=+2063273,1997-01-10-16-22-28,2000-01-01-00-00-00
a0001245,1245,Calvinia,Calvinia,29.751,2.653571721,1796.251488,MBA,DES=+2001245,1998-10-08-22-29-28,2000-01-01-00-00-00
a0017297,17297,,,29.731,2.849044182,2065.534863,MBA,DES=+2017297,1998-08-02-14-47-27,2000-01-01-00-00-00
a0031819,31819,,,29.73,5.196511068,4357.909432,TJN,DES=+2031819,1997-01-06-12-32-38,2000-01-01-00-00-00
a0000621,621,Werdandi,Werdandi,29.726,2.698329007,2021.637053,MBA,DES=+2000621,1998-08-13-14-10-40,2000-01-01-00-00-00
a0003641,3641,Williams Bay,Williams Bay,29.71,2.610656533,1892.586918,MBA,DES=+2003641,1998-09-14-20-28-43,2000-01-01-00-00-00
a0023285,23285,,,29.69,4.826182559,4215.334133,GRK,DES=+2023285,1997-02-11-03-59-44,2000-01-01-00-00-00
a0011542,11542,Solikamsk,Соликамск,29.687,3.004622788,2869.419744,OMB,DES=+2011542,1998-01-13-15-28-54,2000-01-01-00-00-00
a0002908,2908,Shimoyama,Shimoyama,29.663,2.514941483,1874.985712,MBA,DES=+2002908,1998-09-19-06-05-09,2000-01-01-00-00-00
a0001686,1686,De Sitter,De Sitter,29.661,2.655838663,2054.348293,MBA,DES=+2001686,1998-08-05-09-54-37,2000-01-01-00-00-00
a0002222,2222,Lermontov,Лермонтов,29.644,2.618998707,2023.747075,MBA,DES=+2002222,1998-08-13-01-31-04,2000-01-01-00-00-00
a0006475,6475,Refugium,Refugium,29.642,2.629472195,2034.944293,MBA,DES=+2006475,1998-08-10-06-20-04,2000-01-01-00-00-00
