Feature_ID;Feature_Name;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;
5364;Scheiner;110.07;-60.35;332.19;-58.54;-62.17;335.86;328.52;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-125;
12853;Scheiner A;12.05;-60.49;331.72;-60.29;-60.68;332.12;331.31;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12854;Scheiner B;29.1;-59.7;326.43;-59.22;-60.18;327.33;325.53;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12855;Scheiner C;12.14;-60.13;329.07;-59.93;-60.33;329.47;328.66;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12856;Scheiner D;16.73;-60.72;327.7;-60.45;-61;328.26;327.13;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12857;Scheiner E;24.4;-63.22;330.67;-62.82;-63.62;331.56;329.78;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12858;Scheiner F;6.11;-56.89;334.74;-56.79;-56.99;334.92;334.55;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12859;Scheiner G;13.47;-62.59;331.61;-62.37;-62.81;332.09;331.13;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12860;Scheiner H;8.16;-56.35;332.54;-56.22;-56.49;332.79;332.3;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12861;Scheiner J;11.39;-59.76;331.17;-59.6;-59.93;331.53;330.82;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12862;Scheiner K;7.36;-58.05;333.92;-57.93;-58.17;334.15;333.69;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12863;Scheiner L;9.09;-65.87;324.78;-65.72;-66.02;325.15;324.42;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-136;
12864;Scheiner M;10.39;-65.77;326.55;-65.6;-65.94;326.97;326.14;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-137;
12865;Scheiner P;12.37;-62.56;328.84;-62.35;-62.76;329.28;328.4;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12866;Scheiner Q;8.14;-58.79;331.1;-58.66;-58.93;331.36;330.84;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12867;Scheiner R;7.88;-57.99;335.73;-57.86;-58.12;335.97;335.48;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12868;Scheiner S;6.77;-58.39;334.67;-58.27;-58.5;334.88;334.45;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12869;Scheiner T;12.19;-60.96;325.05;-60.76;-61.16;325.46;324.64;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12870;Scheiner U;6.68;-60.96;323.69;-60.85;-61.07;323.91;323.46;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12871;Scheiner V;6.68;-60.61;322.98;-60.5;-60.72;323.2;322.75;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12872;Scheiner W;6.82;-60.37;322.34;-60.28;-60.46;322.57;322.11;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12873;Scheiner X;7.35;-59.58;335.14;-59.45;-59.7;335.38;334.9;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12874;Scheiner Y;8.19;-59.13;334.61;-58.99;-59.26;334.88;334.35;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
5365;Schiaparelli;24.2;23.38;301.18;23.78;22.98;301.61;300.75;Planetocentric  +East  0 - 360;Europe;Italy;"Crater; craters";AA;LAC-38;
12875;Schiaparelli A;7.58;22.97;297.9;23.09;22.84;298.03;297.76;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-38;
12876;Schiaparelli C;5.66;25.83;297.78;25.92;25.74;297.89;297.68;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-38;
12877;Schiaparelli E;4.88;27.12;297.93;27.2;27.04;298.02;297.84;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-38;
5368;Schickard;212.18;-44.38;304.89;-40.93;-47.83;309.65;300.16;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-110;
12878;Schickard A;14.45;-46.87;306.29;-46.63;-47.11;306.64;305.94;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12879;Schickard B;13.89;-43.74;307.75;-43.53;-43.95;308.03;307.47;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12880;Schickard C;13.34;-45.86;304;-45.64;-46.08;304.31;303.68;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12881;Schickard D;9.33;-45.77;302.28;-45.62;-45.93;302.5;302.06;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12882;Schickard E;32.95;-47.28;308.33;-46.73;-47.82;309.13;307.53;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12883;Schickard F;14.32;-48;306.14;-47.76;-48.24;306.5;305.79;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-124;
12884;Schickard G;12.19;-43.04;301.02;-42.84;-43.24;301.3;300.75;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12885;Schickard H;16.1;-43.52;297.66;-43.26;-43.79;298.03;297.3;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-109;
12886;Schickard J;12.54;-45.01;297.56;-44.8;-45.22;297.8;297.32;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-109;
12887;Schickard K;13.67;-43.86;296.1;-43.63;-44.08;296.41;295.79;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-109;
12888;Schickard L;8.59;-44.12;300.2;-43.98;-44.26;300.39;300;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12889;Schickard M;8.74;-44.19;301.02;-44.05;-44.34;301.22;300.82;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12890;Schickard N;6.51;-41.3;305.31;-41.19;-41.4;305.45;305.16;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12891;Schickard P;94.39;-42.91;311.5;-41.35;-44.47;313.63;309.38;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12892;Schickard Q;5.53;-42.74;306.95;-42.65;-42.83;307.08;306.83;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12893;Schickard R;5.23;-44.13;306.18;-44.05;-44.22;306.3;306.06;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12894;Schickard S;16.01;-46.66;303.2;-46.39;-46.92;303.58;302.81;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12895;Schickard T;4.86;-44.81;309.63;-44.73;-44.89;309.74;309.51;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12896;Schickard W;8.12;-45.12;301.81;-45;-45.25;301.99;301.63;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12897;Schickard X;7.78;-43.55;308.74;-43.42;-43.68;308.92;308.56;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12898;Schickard Y;4.87;-47.44;302.4;-47.36;-47.52;302.52;302.28;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
5369;Schiller;179.36;-51.72;320.22;-49.22;-54.24;323.23;317.16;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-125;
12899;Schiller A;10.9;-47.18;322.35;-47;-47.36;322.61;322.09;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-111;
12900;Schiller B;17.2;-48.87;320.85;-48.59;-49.16;321.28;320.42;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12901;Schiller C;45.04;-55.37;310.69;-54.62;-56.11;312;309.39;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12902;Schiller D;9.4;-55.08;310.64;-54.95;-55.2;310.91;310.38;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12903;Schiller E;7.93;-54.59;311.2;-54.46;-54.72;311.42;310.97;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12904;Schiller F;12.74;-50.66;317.01;-50.45;-50.87;317.34;316.68;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12905;Schiller G;8.72;-51.24;321.7;-51.09;-51.38;321.93;321.47;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12906;Schiller H;72.44;-50.6;322.26;-49.54;-51.66;323.73;320.76;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12907;Schiller J;9.16;-49.64;323.31;-49.49;-49.79;323.54;323.07;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12908;Schiller K;10.25;-46.7;321.23;-46.53;-46.87;321.48;320.99;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12909;Schiller L;10.25;-47.12;319.77;-46.95;-47.29;320.02;319.53;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-110;
12910;Schiller M;8.76;-48.22;318.74;-48.08;-48.36;318.95;318.52;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12911;Schiller N;6.24;-53.63;318.02;-53.52;-53.73;318.19;317.84;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12912;Schiller P;6.03;-53.58;316.34;-53.48;-53.68;316.51;316.17;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12913;Schiller R;7.87;-52.25;314.13;-52.12;-52.38;314.34;313.92;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12914;Schiller S;21.22;-54.95;319.58;-54.6;-55.3;320.19;318.97;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12915;Schiller T;6.1;-50.77;318.71;-50.66;-50.87;318.87;318.55;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
12916;Schiller W;15.57;-54.47;319.03;-54.19;-54.75;319.46;318.6;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-125;
5370;Schjellerup;62.82;69.04;158.24;70.07;68;161.13;155.36;Planetocentric  +East  0 - 360;Europe;Denmark;"Crater; craters";AA;LAC-7;
12917;Schjellerup H;22.72;67.96;168.22;68.33;67.59;169.22;167.23;Planetocentric  +East  0 - 360;Europe;Denmark;Satellite Feature;SF;LAC-7;
12918;Schjellerup J;43.53;67.52;163.19;68.24;66.8;165.06;161.31;Planetocentric  +East  0 - 360;Europe;Denmark;Satellite Feature;SF;LAC-7;
12919;Schjellerup N;31.1;66.14;156.65;66.66;65.63;157.91;155.38;Planetocentric  +East  0 - 360;Europe;Denmark;Satellite Feature;SF;LAC-7;
12920;Schjellerup R;49.75;68.61;151.5;69.43;67.79;153.76;149.25;Planetocentric  +East  0 - 360;Europe;Denmark;Satellite Feature;SF;LAC-7;
5371;Schlesinger;97.28;47.12;221.02;48.73;45.52;223.4;218.69;Planetocentric  +East  0 - 360;North America;American;"Crater; craters";AA;LAC-34;
12921;Schlesinger A;28.94;49.74;222.59;50.22;49.25;223.32;221.85;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-20;
12922;Schlesinger B;64.45;51.02;224.83;52.08;49.95;226.52;223.14;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-20;
12923;Schlesinger M;44.15;45;221.29;45.73;44.27;222.32;220.26;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-34;
5372;Schliemann;77.4;-1.99;155.12;-0.71;-3.27;156.4;153.85;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-85;
12924;Schliemann A;56.97;1.22;155.19;2.16;0.28;156.13;154.25;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-67;
12925;Schliemann B;35.35;2.18;156;2.76;1.6;156.58;155.41;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-67;
12926;Schliemann G;17.52;-2.23;156.7;-1.94;-2.52;156.99;156.41;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-85;
12927;Schliemann T;19.18;-1.91;152.69;-1.6;-2.23;153.01;152.37;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-85;
12928;Schliemann W;17.85;0.26;152.35;0.56;-0.03;152.65;152.06;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-67;
5373;Schluter;87.55;-5.93;276.61;-4.49;-7.38;278.06;275.16;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-73;
12929;Schluter A;36.75;-9.22;277.43;-8.61;-9.82;278.05;276.82;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-73;
12930;Schluter P;20.78;0.05;274.79;0.4;-0.29;275.13;274.45;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-55;
12931;Schluter S;13.13;-7.9;269.96;-7.71;-8.08;270.18;269.75;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-90;
12932;Schluter U;9.83;-5.06;269.99;-4.9;-5.23;270.15;269.83;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-90;
12933;Schluter V;12.1;-4.41;273.03;-4.21;-4.61;273.23;272.83;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-73;
12934;Schluter X;12.95;1.17;271.7;1.38;0.96;271.91;271.48;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-55;
12935;Schluter Z;10.35;-2.87;276.15;-2.7;-3.04;276.32;275.98;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-73;
5374;Schmidt;11.13;0.96;18.78;1.14;0.77;18.96;18.6;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-60;
5376;Schneller;56.87;41.34;196.27;42.27;40.4;197.52;195.02;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-33;
12936;Schneller G;19.13;40.51;200.09;40.82;40.19;200.51;199.68;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-33;
12937;Schneller H;39.03;39.5;199.53;40.14;38.86;200.37;198.7;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-33;
12938;Schneller L;25.76;39.16;197.28;39.58;38.73;197.83;196.74;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-33;
12939;Schneller S;35.26;40.68;193.79;41.26;40.1;194.56;193.03;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-33;
5378;Schomberger;85.8;-76.64;24.69;-75.22;-78.05;30.82;18.56;Planetocentric  +East  0 - 360;Europe;Austria;"Crater; craters";AA;LAC-138;
12940;Schomberger A;29.44;-78.61;23.52;-78.12;-79.09;25.98;21.07;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
12941;Schomberger C;40.73;-77.17;15.45;-76.5;-77.84;18.47;12.42;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
12942;Schomberger D;23.68;-73.38;24.22;-72.99;-73.77;25.59;22.86;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
12943;Schomberger F;10.65;-80.18;20.17;-80;-80.35;21.2;19.14;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-144;
12944;Schomberger G;17.15;-77.01;7.43;-76.73;-77.29;8.69;6.18;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-137;
12945;Schomberger H;15.75;-77.26;3.6;-77;-77.52;4.78;2.42;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-137;
12946;Schomberger J;7.4;-78.98;19.31;-78.86;-79.1;19.94;18.67;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
12947;Schomberger K;8.79;-79.28;13.56;-79.12;-79.41;14.24;12.69;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
12948;Schomberger L;15.98;-80.69;17.27;-80.43;-80.95;18.9;15.64;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-144;
12949;Schomberger X;8.53;-75.13;34.41;-74.99;-75.27;34.96;33.87;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
12950;Schomberger Y;18.9;-74.44;28.54;-74.13;-74.76;29.7;27.37;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
12951;Schomberger Z;6.17;-73.58;27.29;-73.48;-73.69;27.65;26.93;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-138;
5391;Schonfeld;24.57;44.76;262;45.15;44.37;262.54;261.46;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-36;
5379;Schorr;52.09;-19.45;89.8;-18.59;-20.31;90.71;88.89;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-99;
12952;Schorr A;58.06;-20.38;88.16;-19.42;-21.34;89.19;87.14;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-99;
12953;Schorr B;26.75;-16.61;88.42;-16.17;-17.05;88.89;87.96;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-99;
12954;Schorr C;12.87;-13.43;88.2;-13.22;-13.64;88.42;87.98;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-81;
12955;Schorr D;21.17;-18.67;91.26;-18.32;-19.02;91.63;90.89;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-100;
5381;Schrodinger;316.39;-74.73;132.93;-69.52;-79.95;153.44;112.33;Planetocentric  +East  0 - 360;Europe;Austria;"Crater; craters";AA;LAC-140;
12956;Schrodinger B;24.69;-68.06;141.41;-67.65;-68.46;142.5;140.32;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-140;
12957;Schrodinger G;5.93;-75.28;139.33;-75.18;-75.37;139.72;138.95;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-140;
12958;Schrodinger J;15.97;-78.34;155.39;-78.08;-78.6;156.62;154.16;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-141;
12959;Schrodinger W;12.15;-68.18;116.01;-67.98;-68.38;116.55;115.47;Planetocentric  +East  0 - 360;Europe;Austria;Satellite Feature;SF;LAC-140;
5382;Schroter;36.67;2.74;353.02;3.34;2.13;353.62;352.41;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-59;
12960;Schroter A;3.68;4.81;352.2;4.87;4.75;352.27;352.14;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12961;Schroter C;8.38;8.26;350.21;8.4;8.12;350.35;350.07;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12962;Schroter D;4.92;4.49;350.47;4.57;4.41;350.55;350.39;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12963;Schroter E;2.85;2.36;353.17;2.41;2.31;353.22;353.12;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12964;Schroter F;29.2;7.41;354.11;7.89;6.93;354.59;353.62;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12965;Schroter G;5.2;3.17;350.56;3.25;3.08;350.64;350.47;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12966;Schroter H;4.38;3.16;351.37;3.23;3.09;351.45;351.3;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12967;Schroter J;6.46;8.51;353.88;8.62;8.4;353.98;353.78;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12968;Schroter K;5.22;3.09;352.07;3.18;3.01;352.16;351.99;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12969;Schroter L;3.34;1.77;352.57;1.82;1.71;352.63;352.52;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12970;Schroter M;5.3;6.94;348.32;7.03;6.85;348.4;348.24;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-58;
12971;Schroter S;2.51;7.07;350.8;7.11;7.03;350.84;350.76;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12972;Schroter T;3.96;7.03;351.99;7.1;6.97;352.06;351.92;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12973;Schroter U;3.81;4.08;353.32;4.14;4.02;353.39;353.26;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
12974;Schroter W;9.5;4.83;352.26;4.99;4.67;352.42;352.11;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-59;
5383;Schubert;51.94;2.78;81.01;3.64;1.93;81.87;80.16;Planetocentric  +East  0 - 360;Europe;Russia;"Crater; craters";AA;LAC-63;
12975;Schubert A;1.88;2.14;79.34;2.17;2.11;79.38;79.31;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12976;Schubert C;30.72;1.94;84.64;2.45;1.44;85.15;84.13;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12977;Schubert E;27.62;4.25;78.43;4.71;3.8;78.89;77.97;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12978;Schubert F;34.45;3.29;77.87;3.75;2.83;78.43;77.31;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12979;Schubert G;56.38;4.19;75.34;5.12;3.26;76.28;74.41;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12980;Schubert H;27.66;1.64;76.03;2.1;1.19;76.49;75.58;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12981;Schubert J;22.34;-0.01;78.94;0.32;-0.34;79.29;78.58;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-81;
12982;Schubert K;30.17;2.41;75.88;2.9;1.91;76.38;75.38;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12983;Schubert N;65.13;1.79;72.65;2.64;0.95;73.55;71.75;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
12984;Schubert X;49.18;0.31;76.75;1.12;-0.5;77.56;75.94;Planetocentric  +East  0 - 360;Europe;Russia;Satellite Feature;SF;LAC-63;
5385;Schumacher;61.31;42.42;60.81;43.43;41.41;62.18;59.44;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-28;
12985;Schumacher B;24.17;42.18;59.35;42.58;41.78;59.88;58.81;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-28;
5387;Schuster;100.08;4.44;146.42;6.09;2.79;148.08;144.77;Planetocentric  +East  0 - 360;Europe;Great Britain;"Crater; craters";AA;LAC-66;
12986;Schuster J;13.83;1.72;149.54;1.95;1.49;149.77;149.31;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-66;
12987;Schuster K;15.58;1.26;147.73;1.52;1;147.99;147.48;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-66;
12988;Schuster N;29.02;3.28;145.82;3.76;2.8;146.3;145.34;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-66;
12989;Schuster P;16.25;1.68;144.49;1.95;1.41;144.75;144.22;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-66;
12990;Schuster Q;46.38;0.91;143.41;1.67;0.14;144.18;142.65;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-66;
12991;Schuster R;36.62;3.34;144.73;3.95;2.74;145.33;144.12;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-66;
12992;Schuster Y;17.33;6.45;145.58;6.74;6.17;145.87;145.29;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-66;
5388;Schwabe;25.47;65.1;45.48;65.52;64.68;46.48;44.48;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-4;
12993;Schwabe C;29.3;67.74;46.95;68.23;67.26;48.04;45.86;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-4;
12994;Schwabe D;15.29;64.68;44.78;64.93;64.43;45.37;44.19;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-4;
12995;Schwabe E;18.78;64.14;43.43;64.45;63.83;44.14;42.72;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-4;
12996;Schwabe F;19.71;66.45;50.15;66.78;66.13;50.96;49.34;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-4;
12997;Schwabe G;14.88;65.5;42.01;65.75;65.26;42.6;41.42;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-4;
12998;Schwabe K;8.85;67.7;49.23;67.84;67.55;49.62;48.85;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-4;
12999;Schwabe U;17.44;66.57;57.06;66.86;66.28;57.78;56.34;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-5;
13000;Schwabe W;9.05;69.62;52.52;69.77;69.47;52.95;52.1;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-4;
13001;Schwabe X;7.34;68.33;56.6;68.45;68.21;56.93;56.27;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-5;
5389;Schwarzschild;211.42;70.08;121.57;73.57;66.59;131.84;111.29;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-6;
13002;Schwarzschild A;44.65;78.47;124.24;79.2;77.73;127.95;120.54;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-6;
13003;Schwarzschild D;21.89;71.69;131.75;72.05;71.33;132.9;130.6;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-6;
