# StarID X Y Z
17721 42.43993 65.46212 30.46268
17742 65.64724 101.46937 75.40854
17749 71.67164 110.89503 59.74493
17757 21.2389 32.89232 -30.17417
17804 26.95975 41.96809 48.10769
17812 17.66454 27.52284 94.28985
17844 41.19998 64.3886 49.81532
17848 50.27534 78.61752 75.51954
17849 17.15713 26.83053 63.31315
17912 28.51355 44.89346 25.45786
17917 17.63164 27.77175 97.36806
17957 49.6493 78.59331 41.31474
18024 54.88047 87.56882 -112.06021
18027 23.97204 38.26281 127.56276
18029 64.97773 103.73594 5.91688
18051 57.14867 91.52295 65.26597
18066 56.86351 91.25271 -1.23036
18077 55.80036 89.70402 -102.6136
18103 59.18189 95.44013 19.75862
18110 44.68619 72.09206 -34.74559
18150 64.78121 105.23202 59.55149
18156 69.25292 112.54084 63.54709
18172 14.50496 23.60513 44.29572
18188 63.0792 102.88927 -30.07866
18209 66.63746 109.05034 -67.00748
18212 65.00525 106.41152 80.80482
18230 33.80727 55.47529 -85.24878
18241 33.54624 55.0791 -67.76191
18252 57.12934 93.92287 17.7613
18269 28.41472 46.79593 85.74155
18294 24.8048 40.98566 -10.26959
18312 50.18772 83.10894 -71.34416
18384 54.49804 91.12139 45.3979
18389 41.30952 69.08421 -65.0939
18391 9.62075 16.09192 57.09674
18406 52.2295 87.44864 -85.21278
18434 38.33704 64.45686 7.93552
18445 41.10602 69.23038 -36.91606
18452 40.16043 67.68611 70.56884
18460 44.89496 75.78446 83.05409
18500 25.52284 43.35173 34.98253
18502 67.93796 115.46054 30.361
18555 36.23295 62.02416 112.5409
18593 47.52331 81.82567 92.92872
18603 72.36902 124.78329 11.62302
18619 66.67769 115.25861 -0.04677
18626 46.39342 80.29475 -41.31937
18642 30.76622 53.41118 -120.46428
18668 68.07308 118.55406 24.51758
18676 47.15612 82.23691 -55.81943
18682 16.27976 28.40516 -95.99014
18684 39.41685 68.78904 -130.19998
18709 40.88838 71.58702 -115.17896
18713 57.78066 101.20228 -74.4974
18722 45.26344 79.3933 68.84078
18730 39.493 69.34502 118.48938
18734 64.77465 113.82914 71.11609
18757 51.69918 91.16279 103.16412
18804 55.01642 97.72787 91.13292
18816 65.85205 117.15651 -1.87903
18822 60.09557 106.97623 59.63694
18857 37.917 67.80008 94.58841
18858 61.86251 110.62267 -47.39846
18860 19.22988 34.39241 4.13402
18865 55.68231 99.61243 89.3355
18902 43.31301 77.86342 -98.47677
18909 52.95369 95.27554 -82.34877
18911 45.2263 81.38304 -92.24166
18922 36.98674 66.64533 -110.48794
18929 54.58503 98.44083 43.36834
18933 48.25023 87.0326 96.06045
18964 26.08611 47.25071 43.39049
18999 63.3233 115.27127 -76.61373
19002 65.35024 118.98226 -5.75379
19007 44.68056 81.41035 70.202
19038 34.92698 64.00861 -118.89023
19058 67.11022 123.23853 -28.87498
19073 38.47402 70.81727 -12.55734
19079 37.02066 68.2085 83.00778
19119 32.2034 59.67356 81.82483
19129 27.58594 51.15076 127.64546
19154 61.13991 113.74957 -52.16017
19181 63.04914 117.72548 32.15601
19193 33.12335 61.91467 134.26189
19201 61.69134 115.40175 -13.77071
19257 51.22966 96.6397 -70.64345
19258 52.96723 99.93651 71.94511
19269 45.82138 86.59444 60.11312
19308 42.9588 81.46882 110.54516
19310 47.51503 90.14401 31.72224
19318 48.4739 92.04511 108.58591
19387 51.97412 99.5527 50.17222
19391 68.07524 130.51943 -9.19312
