id;spkid;full_name;pdes;name;diameter;q;per;class;horizons;begin_time;end_time;;name_ru
a0014195;2014195;141951998XD51;14195;;21.065;3.455346371;2885.58845;OMB;DES=+2014195;1998-01-09-14-28-10;2000-01-01-00-00-00;;
a0014220;2014220;14220Alexgibbs1999VE115;14220;Alexgibbs;20.626;2.227780264;1590.734277;MBA;DES=+2014220;1998-11-29-07-35-40;2000-01-01-00-00-00;;Alexgibbs
a0014235;2014235;142351999XA187;14235;;28.53;4.701995065;4246.738034;GRK;DES=+2014235;1997-02-03-07-34-20;2000-01-01-00-00-00;;
a0014268;2014268;142682000AK156;14268;;57.54;4.758785144;4377.060486;GRK;DES=+2014268;1997-01-01-17-38-15;2000-01-01-00-00-00;;
a0014274;2014274;14274Landstreet2000BL21;14274;Landstreet;20.659;2.771272372;2077.608443;MBA;DES=+2014274;1998-07-30-14-20-58;2000-01-01-00-00-00;;Landstreet
a0014394;2014394;143941990SP15;14394;;21.248;2.998451158;2114.698632;OMB;DES=+2014394;1998-07-21-07-48-30;2000-01-01-00-00-00;;
a0014690;2014690;146902000AR25;14690;;43.169;5.042621129;4337.3071;GRK;DES=+2014690;1997-01-11-16-09-28;2000-01-01-00-00-00;;
a0014707;2014707;147072000CC20;14707;;25.942;5.01801244;4366.561657;GRK;DES=+2014707;1997-01-04-08-37-50;2000-01-01-00-00-00;;
a0014791;2014791;14791Atreus1973SU;14791;Atreus;22.33;4.314963189;4262.382596;GRK;DES=+2014791;1997-01-30-09-42-17;2000-01-01-00-00-00;;Atreus
a0014962;2014962;14962Masanoriabe1996TL15;14962;Masanoriabe;24.363;3.122816956;2087.393928;MBA;DES=+2014962;1998-07-28-03-38-12;2000-01-01-00-00-00;;Masanoriabe
a0015033;2015033;150331998VY29;15033;;33.292;4.133373081;4309.691767;GRK;DES=+2015033;1997-01-18-13-50-59;2000-01-01-00-00-00;;
a0015066;2015066;150661999AX7;15066;;21.533;3.016742491;2054.811528;MBA;DES=+2015066;1998-08-05-07-07-52;2000-01-01-00-00-00;;
a0015094;2015094;15094Polymele1999WB2;15094;Polymele;21.075;4.678424277;4291.059668;GRK;DES=+2015094;1997-01-23-05-38-33;2000-01-01-00-00-00;;Polymele
a0015102;2015102;151022000AA202;15102;;24.261;3.120707886;2130.228268;OMB;DES=+2015102;1998-07-17-10-37-50;2000-01-01-00-00-00;;
a0015136;2015136;151362000EE93;15136;;22.077;3.077610908;2122.043088;OMB;DES=+2015136;1998-07-19-11-44-30;2000-01-01-00-00-00;;
a0015153;2015153;151532000FD17;15153;;20.225;2.640915627;1996.988037;MBA;DES=+2015153;1998-08-19-18-04-19;2000-01-01-00-00-00;;
a0015161;2015161;151612000FQ48;15161;;35.539;2.565033207;2104.513667;OMB;DES=+2015161;1998-07-23-20-55-05;2000-01-01-00-00-00;;
a0015231;2015231;15231Ehdita1987RO5;15231;Ehdita;23.458;2.78715633;2855.506856;OMB;DES=+2015231;1998-01-17-02-57-32;2000-01-01-00-00-00;;Ehdita
a0015249;2015249;15249Capodimonte1989YB5;15249;Capodimonte;21.37;2.772810106;2045.926514;MBA;DES=+2015249;1998-08-07-12-26-28;2000-01-01-00-00-00;;Capodimonte
a0015278;2015278;15278Paquet1991PG7;15278;Paquet;25.42;3.128603404;2909.262748;OMB;DES=+2015278;1998-01-03-16-25-25;2000-01-01-00-00-00;;Пакет
a0015398;2015398;153981997UZ23;15398;;35.516;4.998815135;4242.477296;GRK;DES=+2015398;1997-02-04-09-08-12;2000-01-01-00-00-00;;
a0015410;2015410;154101997YZ;15410;;22.904;2.808319987;2004.010445;MBA;DES=+2015410;1998-08-17-23-56-15;2000-01-01-00-00-00;;
a0015436;2015436;154361998VU30;15436;;87.646;4.98140212;4343.638628;GRK;DES=+2015436;1997-01-10-02-10-07;2000-01-01-00-00-00;;
a0015440;2015440;154401998WX4;15440;;62.519;5.177976706;4453.15018;GRK;DES=+2015440;1996-12-13-17-05-58;2000-01-01-00-00-00;;
a0015502;2015502;155021999NV27;15502;;53.1;5.041569948;4236.107934;TJN;DES=+2015502;1997-02-05-23-21-10;2000-01-01-00-00-00;;
a0015505;2015505;155051999RF56;15505;;24.789;3.487961937;2872.487488;OMB;DES=+2015505;1998-01-12-21-04-31;2000-01-01-00-00-00;;
a0015514;2015514;155141999VW24;15514;;24.69;2.919642103;2049.988348;MBA;DES=+2015514;1998-08-06-12-04-12;2000-01-01-00-00-00;;
a0015521;2015521;155211999XH133;15521;;27.941;4.868144564;4377.785266;GRK;DES=+2015521;1997-01-01-13-17-20;2000-01-01-00-00-00;;
a0015527;2015527;155271999YY2;15527;;36.433;4.403850292;4343.133275;GRK;DES=+2015527;1997-01-10-05-12-03;2000-01-01-00-00-00;;
a0015535;2015535;155352000AT177;15535;;39.767;4.74329013;4303.243875;GRK;DES=+2015535;1997-01-20-04-32-14;2000-01-01-00-00-00;;
a0015536;2015536;155362000AG191;15536;;28.974;4.462255891;4338.911112;GRK;DES=+2015536;1997-01-11-06-32-01;2000-01-01-00-00-00;;
a0015539;2015539;155392000CN3;15539;;42.208;5.074684067;4451.233004;GRK;DES=+2015539;1996-12-14-04-36-09;2000-01-01-00-00-00;;
a0015562;2015562;155622000GF48;15562;;29.594;2.528117919;2040.627559;MBA;DES=+2015562;1998-08-08-20-14-05;2000-01-01-00-00-00;;
a0015615;2015615;156152000HU1;15615;;22.459;3.012394151;2890.934772;OMB;DES=+2015615;1998-01-08-06-23-29;2000-01-01-00-00-00;;
a0015638;2015638;156382000JA65;15638;;32.268;3.254405526;2912.797926;OMB;DES=+2015638;1998-01-02-19-12-45;2000-01-01-00-00-00;;
a0015651;2015651;15651Tlepolemos9612PL;15651;Tlepolemos;24.341;5.083355987;4449.05043;GRK;DES=+2015651;1996-12-14-17-41-52;2000-01-01-00-00-00;;Тлеполемос
a0015663;2015663;15663Periphas4168T2;15663;Periphas;36.2;4.651025508;4323.438853;GRK;DES=+2015663;1997-01-15-03-22-02;2000-01-01-00-00-00;;Перифант
a0015789;2015789;157891993SC;15789;;328;32.03299496;90398.73876;TNO;DES=+2015789;1990-01-01-00-00-00;2000-01-01-00-00-00;;
a0015977;2015977;159771998MA11;15977;;43.53;4.936347606;4307.467338;TJN;DES=+2015977;1997-01-19-03-11-47;2000-01-01-00-00-00;;
a0016018;2016018;160181999CJ67;16018;;20.892;2.447585915;1480.548847;MBA;DES=+2016018;1998-12-26-20-42-25;2000-01-01-00-00-00;;
a0016029;2016029;160291999DQ6;16029;;22.853;2.60993831;2033.859071;MBA;DES=+2016029;1998-08-10-12-50-45;2000-01-01-00-00-00;;
a0016035;2016035;16035Sasandford1999FX32;16035;Sasandford;21.532;2.533544144;1697.375957;MBA;DES=+2016035;1998-11-02-15-44-40;2000-01-01-00-00-00;;Сасандфорд
a0016070;2016070;160701999RB101;16070;;63.191;4.49498193;4246.494838;TJN;DES=+2016070;1997-02-03-09-01-53;2000-01-01-00-00-00;;
a0016099;2016099;160991999VQ24;16099;;36.774;4.758264922;4314.086633;GRK;DES=+2016099;1997-01-17-11-28-50;2000-01-01-00-00-00;;
a0016133;2016133;161331999XC100;16133;;25.982;3.038232182;1996.46946;MBA;DES=+2016133;1998-08-19-21-11-00;2000-01-01-00-00-00;;
a0016213;2016213;162132000CG85;16213;;20.131;2.980701191;2131.696073;OMB;DES=+2016213;1998-07-17-01-49-25;2000-01-01-00-00-00;;
a0016428;2016428;164281988RD12;16428;;22.468;4.85902483;4358.426264;TJN;DES=+2016428;1997-01-06-09-26-34;2000-01-01-00-00-00;;
a0016461;2016461;164611990BO;16461;;27.713;2.856503631;2075.014486;MBA;DES=+2016461;1998-07-31-05-54-48;2000-01-01-00-00-00;;
a0016467;2016467;164671990FD3;16467;;21.886;3.005981667;2037.523328;MBA;DES=+2016467;1998-08-09-14-51-37;2000-01-01-00-00-00;;
a0016560;2016560;16560Daitor1991VZ5;16560;Daitor;43.861;4.847658409;4151.808869;TJN;DES=+2016560;1997-02-27-01-08-50;2000-01-01-00-00-00;;Дайтор
a0016583;2016583;16583Oersted1992OH2;16583;Oersted;22.102;3.061553972;2120.915864;OMB;DES=+2016583;1998-07-19-18-30-18;2000-01-01-00-00-00;;Эрстед
a0016667;2016667;166671993XM1;16667;;35.39;4.168988819;4337.416374;TJN;DES=+2016667;1997-01-11-15-30-08;2000-01-01-00-00-00;;
a0016785;2016785;167851997AL1;16785;;31.056;2.850814643;2050.410181;MBA;DES=+2016785;1998-08-06-09-32-21;2000-01-01-00-00-00;;
a0016786;2016786;167861997AT1;16786;;24.595;2.834421729;2064.279861;MBA;DES=+2016786;1998-08-02-22-19-16;2000-01-01-00-00-00;;
a0016927;2016927;169271998FX68;16927;;22.595;3.4260603;2904.651468;OMB;DES=+2016927;1998-01-04-20-05-29;2000-01-01-00-00-00;;
a0016956;2016956;169561998MQ11;16956;;38.583;4.645213732;4370.419207;TJN;DES=+2016956;1997-01-03-09-29-07;2000-01-01-00-00-00;;
a0016970;2016970;169701998VV2;16970;;25.31;3.525509197;2907.129523;OMB;DES=+2016970;1998-01-04-05-13-23;2000-01-01-00-00-00;;
a0016974;2016974;16974Iphthime1998WR21;16974;Iphthime;57.341;4.818052756;4313.455368;GRK;DES=+2016974;1997-01-17-15-16-06;2000-01-01-00-00-00;;Ифтим
a0017109;2017109;171091999JF52;17109;;27.04;2.299192899;1684.374599;MBA;DES=+2017109;1998-11-05-21-45-09;2000-01-01-00-00-00;;
a0017171;2017171;171711999NB38;17171;;40.946;4.714532192;4252.21736;TJN;DES=+2017171;1997-02-01-22-41-47;2000-01-01-00-00-00;;
a0017172;2017172;171721999NZ41;17172;;34.482;4.92013397;4351.049918;TJN;DES=+2017172;1997-01-08-05-42-03;2000-01-01-00-00-00;;
a0017252;2017252;172522000GJ127;17252;;25.232;2.428903105;2019.977773;MBA;DES=+2017252;1998-08-14-00-08-01;2000-01-01-00-00-00;;
a0017297;2017297;172973560PL;17297;;29.731;2.849044182;2065.534863;MBA;DES=+2017297;1998-08-02-14-47-27;2000-01-01-00-00-00;;
a0017305;2017305;17305Caniff4652PL;17305;Caniff;25.369;3.459842729;2930.366648;OMB;DES=+2017305;1997-12-29-09-48-01;2000-01-01-00-00-00;;Каниф
a0017314;2017314;17314Aisakos1024T1;17314;Aisakos;35.761;4.783627096;4289.319545;TJN;DES=+2017314;1997-01-23-16-04-59;2000-01-01-00-00-00;;Эсак
a0017351;2017351;17351Pheidippos1973SV;17351;Pheidippos;28.749;4.662520651;4286.206544;GRK;DES=+2017351;1997-01-24-10-45-40;2000-01-01-00-00-00;;Фейдипп
a0017365;2017365;173651978VF11;17365;;44.904;4.866218082;4421.400807;TJN;DES=+2017365;1996-12-21-15-35-44;2000-01-01-00-00-00;;
a0017414;2017414;174141988RN10;17414;;21.627;4.955322611;4242.82572;TJN;DES=+2017414;1997-02-04-07-02-46;2000-01-01-00-00-00;;
a0017417;2017417;174171988RY10;17417;;27.569;4.741332766;4290.9069;TJN;DES=+2017417;1997-01-23-06-33-32;2000-01-01-00-00-00;;
a0017419;2017419;174191988RH13;17419;;33.138;4.877975554;4344.608626;TJN;DES=+2017419;1997-01-09-20-20-55;2000-01-01-00-00-00;;
a0017421;2017421;174211988SW1;17421;;23.785;4.627260647;4255.492564;TJN;DES=+2017421;1997-02-01-03-02-42;2000-01-01-00-00-00;;
a0017428;2017428;17428Charleroi1989DL;17428;Charleroi;30.297;3.484345947;2856.194198;OMB;DES=+2017428;1998-01-16-22-50-06;2000-01-01-00-00-00;;Шарлеруа
a0017442;2017442;174421989UO5;17442;;23.374;5.007023359;4389.798243;TJN;DES=+2017442;1996-12-29-13-12-39;2000-01-01-00-00-00;;
a0017445;2017445;17445Avatcha1989YC5;17445;Avatcha;20.495;2.325502155;2052.769873;MBA;DES=+2017445;1998-08-05-19-22-51;2000-01-01-00-00-00;;Аватча
a0017492;2017492;17492Hippasos1991XG1;17492;Hippasos;53.975;4.799649182;4268.18968;TJN;DES=+2017492;1997-01-28-22-51-44;2000-01-01-00-00-00;;Гиппас
a0017839;2017839;178391998HN95;17839;;20.575;2.581572202;1950.743339;MBA;DES=+2017839;1998-08-31-07-32-24;2000-01-01-00-00-00;;
a0017871;2017871;178711998RD58;17871;;23.532;3.255889542;2418.591834;OMB;DES=+2017871;1998-05-06-08-26-57;2000-01-01-00-00-00;;
a0017973;2017973;179731999JP51;17973;;22.922;2.188713246;1698.67623;MBA;DES=+2017973;1998-11-02-07-56-34;2000-01-01-00-00-00;;
a0018037;2018037;180371999NA38;18037;;24.424;4.812380465;4384.930225;TJN;DES=+2018037;1996-12-30-18-25-09;2000-01-01-00-00-00;;
a0018046;2018046;180461999RN116;18046;;42.736;4.906452723;4340.773001;TJN;DES=+2018046;1997-01-10-19-21-45;2000-01-01-00-00-00;;
a0018052;2018052;180521999RV199;18052;;20.311;3.06433021;2115.152892;OMB;DES=+2018052;1998-07-21-05-04-58;2000-01-01-00-00-00;;
a0018054;2018054;180541999SW7;18054;;36.222;5.141878104;4364.618625;TJN;DES=+2018054;1997-01-04-20-17-19;2000-01-01-00-00-00;;
a0018060;2018060;180601999XJ156;18060;;36.431;4.830401382;4238.965379;GRK;DES=+2018060;1997-02-05-06-12-29;2000-01-01-00-00-00;;
a0018062;2018062;180621999XY187;18062;;30.334;4.898554252;4268.033375;GRK;DES=+2018062;1997-01-28-23-48-01;2000-01-01-00-00-00;;
a0018063;2018063;180631999XW211;18063;;31.122;4.858368205;4269.671156;GRK;DES=+2018063;1997-01-28-13-58-25;2000-01-01-00-00-00;;
a0018071;2018071;180712000BA27;18071;;22.183;4.989337062;4435.502379;GRK;DES=+2018071;1996-12-18-02-59-10;2000-01-01-00-00-00;;
a0018137;2018137;181372000OU30;18137;;33.664;5.031916707;4219.31141;TJN;DES=+2018137;1997-02-10-04-07-55;2000-01-01-00-00-00;;
a0018150;2018150;18150LopezMoreno2000OC60;18150;Lopez-Moreno;21.485;3.090176522;2327.263796;OMB;DES=+2018150;1998-05-29-04-25-03;2000-01-01-00-00-00;;Лопес-Морено
a0018169;2018169;18169Amaldi2000QF;18169;Amaldi;23.311;2.651544591;2045.691212;MBA;DES=+2018169;1998-08-07-13-51-10;2000-01-01-00-00-00;;Амальди
a0018219;2018219;182196260PL;18219;;22.669;3.033170661;2074.604034;MBA;DES=+2018219;1998-07-31-08-22-33;2000-01-01-00-00-00;;
a0018228;2018228;18228Hyperenor3163T1;18228;Hyperenor;23.245;4.614791719;4434.340125;TJN;DES=+2018228;1996-12-18-09-57-35;2000-01-01-00-00-00;;Гиперенор
a0018263;2018263;18263Anchialos5167T2;18263;Anchialos;21.331;4.986333455;4315.332705;GRK;DES=+2018263;1997-01-17-04-00-15;2000-01-01-00-00-00;;Анхиал
a0018268;2018268;18268Dardanos2140T3;18268;Dardanos;20.352;4.666826418;4283.052829;TJN;DES=+2018268;1997-01-25-05-41-00;2000-01-01-00-00-00;;Дардан
a0018278;2018278;18278Drymas4035T3;18278;Drymas;28.885;4.823369088;4306.93727;TJN;DES=+2018278;1997-01-19-06-22-36;2000-01-01-00-00-00;;Дримант
a0018331;2018331;183311987DQ6;18331;;27.533;2.843262529;1997.902564;MBA;DES=+2018331;1998-08-19-12-35-05;2000-01-01-00-00-00;;
a0018399;2018399;18399Tentoumushi1992WK1;18399;Tentoumushi;22.987;2.518645724;2047.659052;MBA;DES=+2018399;1998-08-07-02-02-45;2000-01-01-00-00-00;;Тентоумуси
a0018493;2018493;18493Demoleon1996HV9;18493;Demoleon;33.474;4.804915783;4450.858799;TJN;DES=+2018493;1996-12-14-06-50-51;2000-01-01-00-00-00;;Демолеон
a0018827;2018827;188271999NA26;18827;;20.371;2.696986135;1947.0328;MBA;DES=+2018827;1998-09-01-05-48-12;2000-01-01-00-00-00;;
a0018895;2018895;188952000GJ108;18895;;22.297;2.648404153;2099.235269;OMB;DES=+2018895;1998-07-25-04-35-19;2000-01-01-00-00-00;;
a0018940;2018940;189402000QV49;18940;;21.423;4.862132638;4394.257234;TJN;DES=+2018940;1996-12-28-10-27-25;2000-01-01-00-00-00;;
a0018971;2018971;189712000QY177;18971;;24.839;4.580882524;4333.624888;TJN;DES=+2018971;1997-01-12-14-15-04;2000-01-01-00-00-00;;
a0018996;2018996;18996Torasan2000RR53;18996;Torasan;22.734;3.096002855;2095.248709;OMB;DES=+2018996;1998-07-26-04-30-28;2000-01-01-00-00-00;;Торасан
a0019018;2019018;190182000RL100;19018;;32.111;4.693942964;4344.583067;TJN;DES=+2019018;1997-01-09-20-30-07;2000-01-01-00-00-00;;
a0019020;2019020;190202000SC6;19020;;42.613;4.625095209;4347.407664;TJN;DES=+2019020;1997-01-09-03-33-16;2000-01-01-00-00-00;;
a0019028;2019028;190282000SC165;19028;;20.6;3.088138814;2024.559113;MBA;DES=+2019028;1998-08-12-20-38-44;2000-01-01-00-00-00;;
a0019615;2019615;196151999OB3;19615;;21.986;2.711338191;1886.472375;MBA;DES=+2019615;1998-09-16-09-09-57;2000-01-01-00-00-00;;
a0019646;2019646;196461999RF102;19646;;23.802;2.738160824;1925.989883;MBA;DES=+2019646;1998-09-06-12-03-39;2000-01-01-00-00-00;;
a0019725;2019725;197251999WT4;19725;;31.668;4.790163778;4282.465405;GRK;DES=+2019725;1997-01-25-09-12-29;2000-01-01-00-00-00;;
a0019737;2019737;197372000AQ51;19737;;47.698;2.885837471;1971.396421;MBA;DES=+2019737;1998-08-26-03-37-18;2000-01-01-00-00-00;;
a0019752;2019752;197522000CH67;19752;;23.358;3.381460056;2911.221374;OMB;DES=+2019752;1998-01-03-04-40-19;2000-01-01-00-00-00;;
a0019844;2019844;198442000ST317;19844;;37.972;4.936263213;4322.780898;TJN;DES=+2019844;1997-01-15-07-18-54;2000-01-01-00-00-00;;
a0019913;2019913;19913Aigyptios1973SU1;19913;Aigyptios;24.996;4.827529094;4230.965285;GRK;DES=+2019913;1997-02-07-06-12-31;2000-01-01-00-00-00;;Эгиптий
a0020000;2020000;20000Varuna2000WR106;20000;Varuna;900;40.46568611;102206.6941;TNO;DES=+2020000;1990-01-01-00-00-00;2000-01-01-00-00-00;;Варуна
a0020001;2020001;200011991CM;20001;;22.717;2.732233952;2005.517328;MBA;DES=+2020001;1998-08-17-14-53-46;2000-01-01-00-00-00;;
a0020038;2020038;20038Arasaki1992UN5;20038;Arasaki;23.979;3.026408188;2906.160086;OMB;DES=+2020038;1998-01-04-11-02-23;2000-01-01-00-00-00;;Arasaki
a0020097;2020097;200971994UL2;20097;;20.01;2.771397835;2061.127834;MBA;DES=+2020097;1998-08-03-17-13-59;2000-01-01-00-00-00;;
a0020144;2020144;201441996RA33;20144;;27.467;5.129746373;4316.551655;GRK;DES=+2020144;1997-01-16-20-41-26;2000-01-01-00-00-00;;
a0020210;2020210;202101997GQ7;20210;;20.579;2.332271247;1686.263127;MBA;DES=+2020210;1998-11-05-10-25-17;2000-01-01-00-00-00;;
a0020424;2020424;204241998VF30;20424;;45.804;4.539915819;4347.90952;GRK;DES=+2020424;1997-01-09-00-32-36;2000-01-01-00-00-00;;
a0020428;2020428;204281998WG20;20428;;27.176;4.449344234;4345.485049;GRK;DES=+2020428;1997-01-09-15-05-24;2000-01-01-00-00-00;;
a0020602;2020602;206021999RC198;20602;;23.684;2.503346368;2034.820086;MBA;DES=+2020602;1998-08-10-07-04-47;2000-01-01-00-00-00;;
a0020635;2020635;206351999TV96;20635;;23.612;3.018990151;2105.743248;OMB;DES=+2020635;1998-07-23-13-32-26;2000-01-01-00-00-00;;
a0020707;2020707;207071999WW4;20707;;24.46;3.036372545;2061.136939;MBA;DES=+2020707;1998-08-03-17-10-43;2000-01-01-00-00-00;;
a0020713;2020713;207131999XA32;20713;;20.69;2.793973041;2031.205563;MBA;DES=+2020713;1998-08-11-04-46-00;2000-01-01-00-00-00;;
a0020716;2020716;207161999XG91;20716;;26.367;4.557232878;4374.13211;GRK;DES=+2020716;1997-01-02-11-12-28;2000-01-01-00-00-00;;
a0020718;2020718;207181999XZ97;20718;;23.03;3.014259312;2315.495513;OMB;DES=+2020718;1998-06-01-03-01-37;2000-01-01-00-00-00;;
a0020720;2020720;207201999XP101;20720;;34.12;4.528842599;4448.536197;GRK;DES=+2020720;1996-12-14-20-47-00;2000-01-01-00-00-00;;
a0020729;2020729;207291999XS143;20729;;50.961;4.881505952;4351.962238;GRK;DES=+2020729;1997-01-08-00-13-37;2000-01-01-00-00-00;;
a0020734;2020734;207341999XA169;20734;;26.622;2.485012982;1987.640452;MBA;DES=+2020734;1998-08-22-02-09-27;2000-01-01-00-00-00;;
a0020739;2020739;207391999XM193;20739;;27.043;4.492542558;4334.91869;GRK;DES=+2020739;1997-01-12-06-29-18;2000-01-01-00-00-00;;
a0020743;2020743;207432000AR6;20743;;20.546;3.066261388;2125.267605;OMB;DES=+2020743;1998-07-18-16-23-40;2000-01-01-00-00-00;;
a0020762;2020762;207622000EE36;20762;;24.079;2.565926474;2032.784752;MBA;DES=+2020762;1998-08-10-19-17-30;2000-01-01-00-00-00;;
a0020898;2020898;20898Fountainhills2000WE147;20898;Fountainhills;37.31;2.25718554;3167.94388;OMB;DES=+2020898;1997-10-31-00-20-13;2000-01-01-00-00-00;;Фаунтинхилс
a0020995;2020995;209951985VY;20995;;26.203;4.511094691;4196.829661;GRK;DES=+2020995;1997-02-15-19-01-21;2000-01-01-00-00-00;;
a0021224;2021224;212241995DM6;21224;;20.138;3.026083385;2053.727838;MBA;DES=+2021224;1998-08-05-13-37-59;2000-01-01-00-00-00;;
a0021271;2021271;212711996RF33;21271;;21.115;5.104244236;4255.70489;GRK;DES=+2021271;1997-02-01-01-46-16;2000-01-01-00-00-00;;
a0021284;2021284;21284Pandion1996TC51;21284;Pandion;28.55;4.684649611;4361.458119;GRK;DES=+2021284;1997-01-05-15-15-06;2000-01-01-00-00-00;;Пандион
a0021370;2021370;213701997TB28;21370;;29.196;4.808191553;4316.803023;GRK;DES=+2021370;1997-01-16-19-10-56;2000-01-01-00-00-00;;
a0021593;2021593;215931998VL27;21593;;21.922;4.836175545;4195.274226;GRK;DES=+2021593;1997-02-16-04-21-18;2000-01-01-00-00-00;;
a0021595;2021595;215951998WJ5;21595;;35.178;4.504508619;4339.292353;GRK;DES=+2021595;1997-01-11-04-14-47;2000-01-01-00-00-00;;
a0021599;2021599;215991998WA15;21599;;28.312;4.603027718;4341.769437;GRK;DES=+2021599;1997-01-10-13-23-02;2000-01-01-00-00-00;;
a0021601;2021601;216011998XO89;21601;;54.909;5.040097914;4360.153066;GRK;DES=+2021601;1997-01-05-23-04-55;2000-01-01-00-00-00;;
a0021900;2021900;21900Orus1999VQ10;21900;Orus;50.81;4.939268446;4238.179548;GRK;DES=+2021900;1997-02-05-10-55-23;2000-01-01-00-00-00;;Орус
a0022008;2022008;220081999XM71;22008;;24.879;5.093727151;4265.498353;GRK;DES=+2022008;1997-01-29-15-00-37;2000-01-01-00-00-00;;
a0022009;2022009;220091999XK77;22009;;21.915;5.079645271;4353.397138;GRK;DES=+2022009;1997-01-07-15-37-03;2000-01-01-00-00-00;;
a0022014;2022014;220141999XQ96;22014;;39.487;4.612921557;4273.583588;GRK;DES=+2022014;1997-01-27-14-29-56;2000-01-01-00-00-00;;
a0022035;2022035;220351999XR170;22035;;23.739;4.711995632;4369.314559;GRK;DES=+2022035;1997-01-03-16-06-47;2000-01-01-00-00-00;;
a0022041;2022041;220411999XK192;22041;;21.644;4.86873288;4269.787769;GRK;DES=+2022041;1997-01-28-13-16-26;2000-01-01-00-00-00;;
a0022044;2022044;220441999XS206;22044;;20.654;3.133138256;2129.971554;OMB;DES=+2022044;1998-07-17-12-10-15;2000-01-01-00-00-00;;
a0022052;2022052;220522000AQ14;22052;;27.68;4.997619697;4313.905777;GRK;DES=+2022052;1997-01-17-12-33-57;2000-01-01-00-00-00;;
a0022054;2022054;220542000AP21;22054;;34;4.916015969;4321.685653;GRK;DES=+2022054;1997-01-15-13-53-11;2000-01-01-00-00-00;;
a0022055;2022055;220552000AS25;22055;;31.816;5.114793322;4398.880367;GRK;DES=+2022055;1996-12-27-06-43-06;2000-01-01-00-00-00;;
a0022056;2022056;220562000AU31;22056;;24.775;4.391285266;4254.756484;GRK;DES=+2022056;1997-02-01-07-27-41;2000-01-01-00-00-00;;
a0022059;2022059;220592000AD75;22059;;25.376;4.615170164;4313.406517;GRK;DES=+2022059;1997-01-17-15-33-41;2000-01-01-00-00-00;;
a0022097;2022097;220972000BH4;22097;;24.72;2.591495297;2063.694495;MBA;DES=+2022097;1998-08-03-01-49-59;2000-01-01-00-00-00;;
a0022149;2022149;221492000WD49;22149;;48.19;4.929489492;4282.299322;GRK;DES=+2022149;1997-01-25-10-12-16;2000-01-01-00-00-00;;
a0022177;2022177;22177Saotome2000XS38;22177;Saotome;20.306;2.731381293;2062.065271;MBA;DES=+2022177;1998-08-03-11-36-31;2000-01-01-00-00-00;;Саотоме
a0022180;2022180;221802000YZ;22180;;39.753;4.814805896;4305.18499;TJN;DES=+2022180;1997-01-19-16-53-26;2000-01-01-00-00-00;;
a0022185;2022185;22185Stiavnica2000YV28;22185;Stiavnica;20.568;3.182683404;2089.587494;MBA;DES=+2022185;1998-07-27-14-28-31;2000-01-01-00-00-00;;Стефания
a0022203;2022203;22203Prothoenor6020PL;22203;Prothoenor;24.605;4.672211433;4328.943917;GRK;DES=+2022203;1997-01-13-18-20-13;2000-01-01-00-00-00;;Prothoenor
a0022279;2022279;222791984DM;22279;;23.771;2.380227505;2034.926406;MBA;DES=+2022279;1998-08-10-06-26-30;2000-01-01-00-00-00;;
a0022754;2022754;22754Olympus1998WJ8;22754;Olympus;21.999;2.911757025;2024.19823;MBA;DES=+2022754;1998-08-12-22-48-39;2000-01-01-00-00-00;;Олимпус
a0023030;2023030;23030Jimkennedy1999XR7;23030;Jimkennedy;20.899;2.584701642;1860.60301;MBA;DES=+2023030;1998-09-22-20-22-55;2000-01-01-00-00-00;;Джимкеннеди
a0023075;2023075;230751999XV83;23075;;33.744;4.321313624;4348.209799;GRK;DES=+2023075;1997-01-08-22-44-30;2000-01-01-00-00-00;;
a0023099;2023099;230991999XA160;23099;;29.213;2.799705786;2041.249177;MBA;DES=+2023099;1998-08-08-16-30-18;2000-01-01-00-00-00;;
a0023119;2023119;231192000AP33;23119;;32.954;4.560102134;4400.365762;GRK;DES=+2023119;1996-12-26-21-48-21;2000-01-01-00-00-00;;
a0023123;2023123;231232000AU57;23123;;25.883;5.027261428;4502.491806;GRK;DES=+2023123;1996-12-01-09-02-58;2000-01-01-00-00-00;;
a0023126;2023126;231262000AK95;23126;;23.411;5.09304845;4373.855315;GRK;DES=+2023126;1997-01-02-12-52-07;2000-01-01-00-00-00;;
a0023135;2023135;231352000AN146;23135;;66.23;4.990250866;4403.413102;GRK;DES=+2023135;1996-12-26-03-31-18;2000-01-01-00-00-00;;
a0023174;2023174;231742000HM40;23174;;23.54;2.939670988;2865.241138;OMB;DES=+2023174;1998-01-14-16-33-12;2000-01-01-00-00-00;;
a0023186;2023186;231862000PO8;23186;;28.211;3.504424206;2930.81035;OMB;DES=+2023186;1997-12-29-07-08-17;2000-01-01-00-00-00;;
a0023269;2023269;232692000YH62;23269;;24.114;5.088404501;4347.462697;GRK;DES=+2023269;1997-01-09-03-13-27;2000-01-01-00-00-00;;
a0023285;2023285;232852000YH119;23285;;29.69;4.826182559;4215.334133;GRK;DES=+2023285;1997-02-11-03-59-44;2000-01-01-00-00-00;;
a0023382;2023382;23382Epistrophos4536T2;23382;Epistrophos;23.995;4.676660295;4357.295147;GRK;DES=+2023382;1997-01-06-16-13-46;2000-01-01-00-00-00;;Эпистроф
