id;hip;hd;hr;gl;bf;proper;ra;dec;dist;pmra;pmdec;rv;mag;absmag;spect;ci;x;y;z;vx;vy;vz;rarad;decrad;pmrarad;pmdecrad;bayer;flam;con;comp;comp_primary;base;lum;var;var_min;var_max;greek_letters;spect_desig;color;linecolor
73816;74044;133557;;;;;15.132264;-61.128673;120.7729;-0.47;-5.81;0;6.49;1.08;;0.432;-39.782326;-42.637388;-105.761585;1.83E-06;2.37E-06;-1.64E-06;3.961617528;-1.066896611;-2.28E-09;-2.82E-08;;;Cir;1;73816;;32.21068791;;;;;F;#d4bf94;#d4bf94
73818;74047;133456;5611;;;;15.132432;-65.275449;200.8032;9.04;-4.52;-4;6.18;-0.334;;1.47;-57.293588;-61.410857;-182.395346;1.03E-05;-1.83E-06;1.88E-06;3.961661427;-1.139271512;4.38E-08;-2.19E-08;;;TrA;1;73818;;118.4677118;;;;;K;#F99220;#F99220
73838;74066;133880;5624;;;;15.136703;-40.58393;110.742;-28.59;-30.38;3;5.75;0.528;;-0.113;-57.304161;-61.559922;-72.04447;-5.59E-06;1.65E-05;-1.44E-05;3.962779502;-0.708323199;-1.39E-07;-1.47E-07;;;Lup;1;73838;;53.55499708;;5.812;5.732;;B;#93C2F1;#93C2F1
73855;74083;134493;5648;;;;15.138761;50.054955;139.0821;-3.93;-21.2;-29;6.33;0.614;;1.05;-60.808138;-65.394777;106.628569;3.56E-06;7.72E-06;-3.19E-05;3.963318295;0.873623765;-1.91E-08;-1.03E-07;;;Boo;1;73855;;49.47661737;;;;;K;#F99220;#F99220
73859;74087;134320;5638;;;;15.139939;26.301152;158.7302;1.14;-12.41;21;5.67;-0.333;;1.24;-96.867031;-104.238011;70.331724;-1.53E-05;-1.78E-05;9.60E-07;3.963626799;0.459041708;5.53E-09;-6.02E-08;;46;Boo;1;73859;;118.3586492;;;;;K;#F99220;#F99220
73868;74096;134335;5640;;;;15.143212;25.108635;143.0615;-1.91;-0.69;-16;5.82;0.042;;1.233;-88.102625;-94.969745;60.706069;8.97E-06;1.16E-05;-7.38E-06;3.964483668;0.438228352;-9.26E-09;-3.35E-09;;;Boo;1;73868;;83.79150674;;;;;K;#F99220;#F99220
73872;74100;133937;5625;;;;15.144223;-42.867921;118.7648;-20.52;-21.29;1;5.85;0.477;;-0.123;-59.183228;-63.830059;-80.796962;-3.50E-06;1.36E-05;-9.68E-06;3.964748218;-0.748186372;-9.95E-08;-1.03E-07;;;Lup;1;73872;;56.13064077;;;;;B;#93C2F1;#93C2F1
73889;74117;133955;5626;;;;15.147394;-45.279857;238.0952;-17.32;-26.11;10;4.07;-2.814;;-0.162;-113.806447;-122.946676;-169.179119;-5.01E-06;2.40E-05;-2.85E-05;3.965578547;-0.790282598;-8.40E-08;-1.27E-07;Lam;;Lup;1;73889;;1163.054323;;;;;B;#93C2F1;#93C2F1
73893;74121;134323;5639;;;;15.148198;13.235242;136.4256;-45.21;74.29;-49;6.16;0.486;;0.967;-90.191741;-97.476566;31.234495;1.88E-05;6.44E-05;3.64E-05;3.965788943;0.230998552;-2.19E-07;3.60E-07;;;Boo;1;73893;;55.66727982;;;;;G;#FFD423;#FFD423
73953;74181;133792;5623;;;;15.157091;-63.64293;181.4882;-10.77;-20.19;12;6.25;-0.044;;0.059;-54.583962;-59.2689;-162.621629;1.20E-07;1.41E-05;-1.89E-05;3.968117251;-1.110778676;-5.22E-08;-9.79E-08;;;Cir;1;73953;;90.69847815;;;;;A;#f3e8d3;#f3e8d3
73956;74184;133683;5621;;;;15.15831;-67.084133;;-3.94;-2.59;9;5.76;-14.24;;0.675;-26368.81566;-28650.40895;-92107.76104;-0.00062464;0.00214174;-0.00049737;3.968436352;-1.170838997;-1.91E-08;-1.26E-08;;;TrA;1;73956;;43251383.1;;;;;F;#d4bf94;#d4bf94
73996;74224;134255;5636;;;;15.168702;-38.792511;131.406;-24.53;-20.85;-35;5.98;0.387;;0.867;-69.153852;-75.548941;-82.325918;1.29E-05;3.73E-05;1.21E-05;3.971157016;-0.677057045;-1.19E-07;-1.01E-07;;;Lup;1;73996;;60.9817664;;;;;G;#FFD423;#FFD423
74011;74239;134373;5641;;;;15.171843;-26.332621;130.3781;-32.15;-8.39;-33;5.75;0.174;;1.045;-78.825262;-86.257016;-57.833187;6.99E-06;3.78E-05;1.02E-05;3.971979081;-0.45959094;-1.56E-07;-4.07E-08;;;Lib;1;74011;;74.19933278;;;;;K;#F99220;#F99220
74044;74272;135384;5672;;;;15.179002;67.781035;152.439;21.69;-13.02;-8;6.18;0.265;;0.143;-38.806445;-42.625485;141.119647;7.94E-06;-1.51E-05;-1.12E-05;3.973853534;1.183002229;1.05E-07;-6.31E-08;;;UMi;1;74044;;68.23386941;;;;;A;#f3e8d3;#f3e8d3
74045;74273;134060;5632;;;;15.179128;-61.42232;24.2014;-184.95;-11.27;38;6.29;4.371;;0.623;-7.793424;-8.560788;-21.253227;-2.78E-05;1.72E-06;-3.48E-05;3.973886465;-1.072021718;-8.97E-07;-5.46E-08;;;Cir;1;74045;;1.554533194;;;;;G;#FFD423;#FFD423
74068;74296;131596;5557;;;;15.185777;-84.787812;97.1817;3.22;4.03;-7;5.88;0.942;;-0.031;-5.931739;-6.538753;-96.779801;2.90E-07;-1.94E-06;7.30E-06;3.975627002;-1.479826484;1.56E-08;1.95E-08;Ome;;Oct;1;74068;;36.5763193;;;;;B;#93C2F1;#93C2F1
74078;74305;134270;5637;;;;15.187773;-55.346032;662.2517;-3.82;-7.41;-4;5.45;-3.655;;1.118;-252.86823;-279.037072;-544.768976;5.62E-06;2.45E-05;-1.02E-05;3.976149614;-0.965970491;-1.85E-08;-3.59E-08;;;Lup;1;74078;;2523.480772;;;;;G;#FFD423;#FFD423
74108;74336;134444;5642;;;;15.193002;-45.277459;156.4945;-14.68;14.9;-4;6.44;0.468;;1.039;-73.835249;-81.700793;-111.192868;-1.17E-05;3.64E-06;1.09E-05;3.977518591;-0.790240734;-7.12E-08;7.22E-08;;;Lup;1;74108;;56.59785862;;;;;K;#F99220;#F99220
74148;74376;134481;5646;;;;15.198918;-48.737819;55.1876;-96.52;-47.97;-6;3.88;0.171;;-0.029;-24.36173;-27.040918;-41.484457;-1.00E-05;2.75E-05;-3.85E-06;3.979067418;-0.850635405;-4.68E-07;-2.33E-07;Kap-1;;Lup;1;74148;;74.40463662;;;;;B;#93C2F1;#93C2F1
74153;74380;134482;5647;;;;15.199363;-48.743687;77.7605;-98.31;-45.39;0;5.7;1.246;;0.144;-34.317781;-38.100815;-58.45779;-1.89E-05;3.44E-05;-1.13E-05;3.979183987;-0.850737821;-4.77E-07;-2.20E-07;Kap-2;;Lup;1;74153;;27.64394371;;;;;A;#f3e8d3;#f3e8d3
74158;74386;134943;5654;;;;15.201184;18.976031;221.7295;-16.41;11.38;-35;5.9;-0.829;;1.414;-140.254494;-155.865528;72.100252;1.22E-05;3.99E-05;-7.00E-08;3.9796607;0.331194222;-7.96E-08;5.52E-08;;;Ser;1;74158;;186.8959972;;5.986;5.766;;M;#FF2620;#FF2620
74163;74391;134758;;;;;15.203337;-19.106482;160.5136;-40.75;-23.77;0;6.49;0.462;;1.507;-101.389354;-112.80228;-52.540082;-1.95E-05;2.57E-05;-1.75E-05;3.980224292;-0.333471017;-1.98E-07;-1.15E-07;;;Lib;1;74163;;56.91149576;;;;;K;#F99220;#F99220
74164;74392;134759;5652;;;;15.203692;-19.79171;116.4144;-35.59;-32.55;-12;4.54;-0.79;;-0.071;-73.216302;-81.473155;-39.418088;-3.06E-06;2.66E-05;-1.31E-05;3.980317267;-0.345430513;-1.73E-07;-1.58E-07;Iot-1;24;Lib;1;74164;;180.3017741;;;;;A;#f3e8d3;#f3e8d3
74167;74395;134505;5649;;;;15.20476;-52.099247;35.9712;-113.94;-71;-10;3.41;0.63;;0.918;-14.765283;-16.43956;-28.383941;-4.06E-06;2.52E-05;4.60E-07;3.980596904;-0.9093034;-5.52E-07;-3.44E-07;Zet;;Lup;1;74167;;48.75284901;;;;;G;#FFD423;#FFD423
74190;74418;134597;5650;;;;15.20867;-48.218992;129.7017;-24.46;-40.98;-43;6.32;0.755;;1.115;-57.679105;-64.352203;-96.717868;2.09E-05;4.64E-05;1.56E-05;3.981620416;-0.841580168;-1.19E-07;-1.99E-07;;;Lup;1;74190;;43.45102242;;;;;K;#F99220;#F99220
74193;74421;133981;5628;;;;15.209444;-72.770599;300.3003;-14.43;-15.72;-13;6.02;-1.368;;-0.002;-59.354562;-66.248392;-286.824662;1.57E-06;3.32E-05;5.92E-06;3.981823152;-1.270086552;-7.00E-08;-7.62E-08;;;Aps;1;74193;;307.0435651;;;;;B;#93C2F1;#93C2F1
74213;74441;135061;;;;;15.213103;10.702305;189.7533;-38.87;-67.32;0;6.5;0.109;;1.274;-124.285087;-138.988453;35.238353;-3.43E-05;1.53E-05;-6.09E-05;3.982781139;0.186790453;-1.88E-07;-3.26E-07;;;Ser;1;74213;;78.77710196;;;;;K;#F99220;#F99220
74221;74449;134687;5651;;;;15.213776;-44.500414;154.5595;-20.49;-22.2;14;4.83;-1.115;;-0.177;-73.468343;-82.188968;-108.333069;-1.05E-05;1.13E-05;-2.19E-05;3.982957178;-0.776678735;-9.93E-08;-1.08E-07;;;Lup;1;74221;;243.2204009;;;;;B;#93C2F1;#93C2F1
74241;74470;134468;5645;;;;15.216951;-61.74378;;-4.82;-6.5;-31;6.27;-13.73;;1.901;-31521.23193;-35321.83957;-88083.93459;0.00011467;0.00363782;-0.00146381;3.983788553;-1.077632251;-2.34E-08;-3.15E-08;;;Cir;1;74241;;27039583.64;;;;;K;#F99220;#F99220
74251;74479;134837;5653;;;;15.218796;-36.091425;120.7729;-22.9;-22.85;-3;6.09;0.68;;-0.081;-64.945415;-72.846852;-71.144332;-3.11E-06;1.67E-05;-9.00E-06;3.984271429;-0.629914201;-1.11E-07;-1.11E-07;;;Lup;1;74251;;46.55860935;;;;;B;#93C2F1;#93C2F1
74262;74490;134946;5655;;;;15.221503;-24.008322;151.5152;-22.93;-19.97;3;6.47;0.568;;-0.026;-92.031928;-103.376245;-61.646898;-1.05E-05;1.36E-05;-1.47E-05;3.984980291;-0.419024266;-1.11E-07;-9.68E-08;;;Lib;1;74262;;51.61786055;;;;;B;#93C2F1;#93C2F1
74265;74493;134967;5656;;;;15.221997;-19.647572;69.8812;-48.01;-48.64;-4;6.07;1.848;;0.124;-43.754836;-49.161069;-23.496398;-5.90E-06;1.78E-05;-1.41E-05;3.985109572;-0.342914827;-2.33E-07;-2.36E-07;Iot-2;25;Lib;1;74265;;15.87815364;;;;;A;#f3e8d3;#f3e8d3
74272;74500;134987;5657;;;;15.224637;-25.309347;26.2055;-399.01;-75.1;5.5;6.47;4.378;;0.691;-15.737957;-17.707061;-11.203013;-3.86E-05;3.29E-05;-1.10E-05;3.985800578;-0.441731435;-1.93E-06;-3.64E-07;;23;Lib;1;74272;;1.544542987;;;;;G;#FFD423;#FFD423
74277;74505;135263;5665;;;;15.225519;22.983399;87.4126;49.61;99.99;-5;6.31;1.602;;0.064;-53.446587;-60.161936;34.131491;2.98E-05;1.93E-06;3.70E-05;3.986031496;0.401135979;2.41E-07;4.85E-07;;;Ser;1;74277;;19.91590289;;;;;A;#f3e8d3;#f3e8d3
74286;74514;135402;5673;;;;15.226551;38.2647;126.1034;-6.89;-47.72;-62;6.19;0.686;;1.218;-65.738027;-74.037989;78.094914;1.79E-05;2.65E-05;-6.22E-05;3.986301692;0.667845003;-3.34E-08;-2.31E-07;;;Boo;1;74286;;46.30202659;;;;;K;#F99220;#F99220
74311;74539;135051;5658;;;;15.231476;-26.193569;305.8104;-14.01;-4.17;-28;5.84;-1.587;;1.139;-181.926756;-205.429393;-134.986174;3.30E-06;3.51E-05;7.09E-06;3.987591085;-0.45716403;-6.79E-08;-2.02E-08;;;Lib;1;74311;;375.6643646;;;;;G;#FFD423;#FFD423
74324;74552;134657;;;;;15.233108;-61.342977;260.4167;-7.13;-20.76;-12;6.36;-0.718;;-0.041;-82.758049;-93.529763;-228.517156;1.24E-05;2.76E-05;-1.80E-06;3.988018269;-1.070636922;-3.46E-08;-1.01E-07;;;Cir;1;74324;;168.7329891;;;;;B;#93C2F1;#93C2F1
74333;74561;135438;5674;;;;15.235011;31.787845;203.252;42.18;-30.19;4;5.98;-0.56;;1.552;-114.420765;-129.443739;107.068189;1.85E-05;-4.19E-05;-2.31E-05;3.988516523;0.554802552;2.04E-07;-1.46E-07;;;Boo;1;74333;;145.881426;;;;;K;#F99220;#F99220
74343;74571;135530;5677;;;;15.236196;42.171409;369.0037;23.74;-16.08;-7;6.12;-1.715;;1.635;-181.061849;-204.962657;247.730903;2.26E-05;-3.86E-05;-2.61E-05;3.988826792;0.736029944;1.15E-07;-7.80E-08;;;Boo;1;74343;;422.6686143;;;;;M;#FF2620;#FF2620
74354;74582;134453;5644;;;;15.238658;-70.079476;359.7122;4.39;-8.24;-4;5.75;-2.03;;3.271;-81.082514;-91.905034;-338.189195;1.56E-05;6.11E-06;-1.05E-06;3.989471446;-1.223117587;2.13E-08;-3.99E-08;;;TrA;1;74354;;564.9369748;;5.923;5.633;;N;#979330;#979330
74368;74596;135502;5676;;;;15.241435;29.164295;77.3994;-69.99;28.32;-16;5.28;0.836;;0.062;-44.677089;-50.714548;37.717863;-6.84E-06;3.20E-05;1.30E-06;3.990198224;0.509012966;-3.39E-07;1.37E-07;Chi;48;Boo;1;74368;;40.3273793;;;;;A;#f3e8d3;#f3e8d3
74372;74600;135230;5662;;;;15.242711;-17.768572;245.098;-14.58;-15.95;-26;6.18;-0.767;;-0.015;-154.229776;-175.189805;-74.79722;7.55E-06;3.48E-05;-9.93E-06;3.990532339;-0.310120088;-7.07E-08;-7.73E-08;;26;Lib;1;74372;;176.5224717;;;;;B;#93C2F1;#93C2F1
74376;74604;135153;5660;;;;15.2437;-31.519121;598.8024;-9.72;1.83;-23;4.91;-3.976;;0.374;-337.201135;-383.227256;-313.043658;-9.77E-06;3.16E-05;1.68E-05;3.990791337;-0.550112441;-4.71E-08;8.87E-09;;1;Lup;1;74376;;3391.563869;;;;;F;#d4bf94;#d4bf94
74377;74605;136064;5691;;;;15.243926;67.346722;25.3421;221.51;-392.3;-48.1;5.15;3.131;;0.55;-6.447054;-7.328138;23.386622;3.57E-06;-3.71E-05;-6.40E-05;3.990850422;1.175422046;1.07E-06;-1.90E-06;;;UMi;1;74377;;4.870796665;;;;;F;#d4bf94;#d4bf94
74395;74623;135367;5669;;;;15.247388;-5.502555;367.6471;-28.02;6.97;-27;6.28;-1.547;;1.473;-241.477482;-274.972752;-35.253708;-2.02E-05;5.27E-05;1.50E-05;3.991756836;-0.096037698;-1.36E-07;3.38E-08;;;Lib;1;74395;;362.0762178;;;;;K;#F99220;#F99220
74421;74649;135482;5675;;;;15.253154;4.939362;114.4165;-23.06;3.91;-34;5.32;0.028;;1.092;-75.088902;-85.765218;9.851393;1.33E-05;3.46E-05;-8.30E-07;3.993266276;0.086208125;-1.12E-07;1.90E-08;;3;Ser;1;74421;;84.8789503;;;;;K;#F99220;#F99220
74438;74666;135722;5681;;;;15.258376;33.314833;37.3413;84.84;-110.57;-12;3.46;0.599;;0.961;-20.5232;-23.506036;20.509246;1.11E-05;-1.07E-05;-2.35E-05;3.994633466;0.581453532;4.11E-07;-5.36E-07;Del;49;Boo;1;74438;;50.16490568;;;;;G;#FFD423;#FFD423
74461;74689;135559;5679;;;;15.263633;0.372139;46.1467;-107.26;12.83;-12;5.62;2.299;;0.181;-30.301905;-34.802482;0.299722;-1.00E-05;2.50E-05;2.79E-06;3.99600966;0.006495045;-5.20E-07;6.22E-08;;4;Ser;1;74461;;10.48093433;;;;;A;#f3e8d3;#f3e8d3
74462;74690;135944;;;;;15.264083;50.938456;61.8429;24.43;-45.91;0;6.47;2.514;;0.854;-25.586887;-29.394198;48.019128;-1.49E-06;-1.29E-05;-8.67E-06;3.996127487;0.889043777;1.18E-07;-2.23E-07;;;Boo;1;74462;;8.598050667;;;;;G;#FFD423;#FFD423
74467;74695;135615;;;;;15.264879;6.46484;308.642;-9.72;-19.17;0;6.47;-0.977;;1.308;-201.308066;-231.359698;34.751076;-1.31E-05;7.11E-06;-2.85E-05;3.99633605;0.112832739;-4.71E-08;-9.29E-08;;;Ser;1;74467;;214.1903991;;;;;K;#F99220;#F99220
74468;74696;135235;5663;;;;15.264907;-48.073661;49.8753;5.08;-8.39;-9;5.96;2.471;;0.21;-21.874985;-25.140893;-37.107386;5.95E-06;4.97E-06;5.49E-06;3.996343245;-0.83904367;2.46E-08;-4.07E-08;;;Lup;1;74468;;8.945404838;;;;;A;#f3e8d3;#f3e8d3
74479;74707;135345;5667;;;;15.267785;-41.491155;540.5405;-10.38;-4.87;-27;5.15;-3.514;;0.564;-265.546259;-305.656605;-358.110311;-1.42E-06;3.98E-05;8.74E-06;3.997096729;-0.724157265;-5.03E-08;-2.36E-08;;;Lup;1;74479;;2216.154326;;;;;F;#d4bf94;#d4bf94
74488;74716;135348;5668;;;;15.269573;-43.484997;632.9114;-7.82;-7.76;-21;6.05;-2.957;;-0.128;-301.006197;-346.800518;-435.547096;2.83E-06;3.99E-05;-2.49E-06;3.997564874;-0.758956367;-3.79E-08;-3.76E-08;;;Lup;1;74488;;1326.783311;;;;;B;#93C2F1;#93C2F1
74503;74732;135534;5678;;;;15.273059;-22.399416;144.7178;-33.86;1.83;-5;5.52;-0.283;;1.357;-87.610799;-101.125979;-55.146287;-1.52E-05;1.88E-05;3.14E-06;3.998477529;-0.390943565;-1.64E-07;8.87E-09;;;Lib;1;74503;;113.0316325;;;;;K;#F99220;#F99220
74521;74750;135160;5661;;;;15.276859;-60.903996;515.4639;-1.55;-4.09;6;5.74;-2.821;;-0.057;-163.940384;-189.611321;-450.415569;9.60E-07;7.03E-06;-1.03E-05;3.999472412;-1.062975266;-7.51E-09;-1.98E-08;;;Cir;1;74521;;1170.577036;;;;;B;#93C2F1;#93C2F1
74540;74769;135430;;;;;15.281058;-47.864544;177.6199;-63.04;-19.5;0;6.46;0.213;;0.927;-77.838463;-90.226983;-131.71596;-3.30E-05;4.49E-05;-1.13E-05;4.000571529;-0.835393892;-3.06E-07;-9.45E-08;;;Lup;1;74540;;71.58136899;;;;;G;#FFD423;#FFD423
74546;74775;135468;;;;;15.281945;-46.202355;56.6251;-132.8;-26.01;0;6.44;2.675;;0.514;-25.593172;-29.68036;-40.871356;-2.42E-05;2.77E-05;-4.94E-06;4.000803725;-0.806383217;-6.44E-07;-1.26E-07;;;Lup;1;74546;;7.413102413;;;;;F;#d4bf94;#d4bf94
74549;74778;135240;5664;;;;15.282471;-60.957255;;-2.02;-4.08;9;5.04;-14.96;;-0.077;-31697.30643;-36769.74623;-87425.77734;0.00038442;0.00194569;-0.00096823;4.000941657;-1.063904796;-9.79E-09;-1.98E-08;Del;;Cir;1;74549;;83945998.65;;5.173;5.023;;O;#5A90C3;#5A90C3
74556;74785;135742;5685;;;Zubeneschemali;15.283449;-9.382917;56.7537;-96.39;-20.76;-35;2.61;-1.16;;-0.071;-36.549398;-42.420251;-9.252607;3.57E-06;4.48E-05;2.00E-07;4.001197527;-0.163762802;-4.67E-07;-1.01E-07;Bet;27;Lib;1;74556;;253.512863;;;;;B;#93C2F1;#93C2F1
74564;74793;136726;5714;;;;15.284968;71.823901;122.1001;3.73;9.37;-16;5.02;-0.414;;1.369;-24.849753;-28.864545;116.007445;8.44E-06;6.42E-06;-1.38E-05;4.001595182;1.253563555;1.81E-08;4.54E-08;;11;UMi;1;74564;;127.5263706;;;;;K;#F99220;#F99220
74595;74824;135379;5670;;;;15.291917;-58.801208;30.553;-98.39;-135.46;9.6;4.07;1.645;;0.088;-10.304156;-12.012956;-26.134351;-3.20E-06;1.87E-05;-1.88E-05;4.003414621;-1.026274683;-4.77E-07;-6.57E-07;Bet;;Cir;1;74595;;19.14255925;;;;;A;#f3e8d3;#f3e8d3
74608;74837;135291;5666;;;;15.294136;-63.610465;125;2.12;8.66;-5;4.85;-0.635;;1.26;-36.147448;-42.191897;-111.974081;-6.00E-07;-2.68E-06;6.91E-06;4.003995396;-1.110212062;1.03E-08;4.20E-08;Eps;;Cir;1;74608;;156.3147643;;;;;K;#F99220;#F99220
74628;74857;135758;5686;;;;15.297178;-30.148673;99.9001;-8.71;-4.47;-4;4.35;-0.648;;1.1;-56.151802;-65.647023;-50.174358;-2.00E-07;6.26E-06;1.80E-07;4.004791757;-0.526193612;-4.22E-08;-2.17E-08;;2;Lup;1;74628;;158.1976399;;;;;K;#F99220;#F99220
74646;74875;135730;5682;;;;15.302614;-41.061159;78.5546;41.36;-10.54;-6;6.3;1.824;;0.176;-38.436486;-45.065808;-51.599673;1.67E-05;-4.69E-06;1.00E-06;4.006214981;-0.716652414;2.01E-07;-5.11E-08;;;Lup;1;74646;;16.23304528;;;;;A;#f3e8d3;#f3e8d3
74666;74895;136027;;;;;15.306288;0.939409;178.2531;35.04;-17.46;0;6.5;0.245;;1.6;-115.527292;-135.716881;2.922469;2.29E-05;-1.98E-05;-1.51E-05;4.007176953;0.016395787;1.70E-07;-8.46E-08;;;Ser;1;74666;;69.50243176;;;;;K;#F99220;#F99220
74667;74896;136138;5692;;;;15.306807;20.572778;109.2896;-14.57;-13.13;-8;5.68;0.487;;0.972;-66.312615;-77.922854;38.403998;-2.50E-06;8.97E-06;-9.39E-06;4.007312704;0.359062707;-7.06E-08;-6.37E-08;;;Ser;1;74667;;55.61603196;;;;;G;#FFD423;#FFD423
74672;74901;136028;5690;;;;15.307257;-0.461234;222.7171;-11.6;1.28;-13;5.88;-0.859;;1.507;-144.316408;-169.624334;-1.792864;-9.30E-07;1.82E-05;1.49E-06;4.007430575;-0.008050054;-5.62E-08;6.21E-09;;;Ser;1;74672;;192.1321311;;;;;K;#F99220;#F99220
74682;74911;135734;5683;;;;15.308897;-47.875272;102.8807;-31.74;-32.82;15;4.27;-0.792;;-0.086;-44.694142;-52.577545;-76.305318;-1.09E-05;1.17E-05;-2.24E-05;4.007859922;-0.835581121;-1.54E-07;-1.59E-07;Mu;;Lup;1;74682;;180.6342083;;;;;B;#93C2F1;#93C2F1
74700;74929;135896;5688;;;;15.311473;-31.209347;276.2431;-8.12;-6.46;-24;6.18;-1.026;;1.205;-152.901501;-180.117334;-143.139821;8.20E-06;2.65E-05;5.32E-06;4.008534262;-0.544705863;-3.94E-08;-3.13E-08;;;Lup;1;74700;;224.0784027;;;;;G;#FFD423;#FFD423
74712;74941;135591;5680;;;;15.313651;-60.496334;;-3.17;-4.57;-3;5.43;-14.57;;-0.089;-31849.93194;-37562.47974;-87032.41894;7.59E-05;0.00246561;-0.00108837;4.009104553;-1.055860219;-1.54E-08;-2.22E-08;;;Cir;1;74712;;58613816.45;;;;;O;#5A90C3;#5A90C3
74717;74946;135382;5671;;;;15.315181;-68.679545;56.3698;-66.48;-32;-3;2.87;-0.885;;0.014;-13.248562;-15.637336;-52.51191;-7.87E-06;1.88E-05;-3.20E-07;4.009504889;-1.198684187;-3.22E-07;-1.55E-07;Gam;;TrA;1;74717;;196.788629;;;;;A;#f3e8d3;#f3e8d3
74721;74950;135876;5687;;;;15.315661;-40.788222;167.7852;-19.36;-21.78;11;5.59;-0.534;;-0.099;-82.106034;-96.935728;-109.608259;-1.00E-05;1.25E-05;-2.08E-05;4.00963057;-0.711888763;-9.39E-08;-1.06E-07;;;Lup;1;74721;;142.4295165;;5.831;5.581;;B;#93C2F1;#93C2F1
74746;74975;136202;5694;;;;15.321888;1.765408;25.3807;373.24;-513.64;54;5.04;3.017;;0.54;-16.365124;-19.384937;0.781926;-1.78E-06;-7.33E-05;-6.15E-05;4.011260953;0.030812176;1.81E-06;-2.49E-06;;5;Ser;1;74746;;5.410034069;;5.05;5.03;;F;#d4bf94;#d4bf94
74771;75000;136403;5702;;;;15.325014;32.514903;86.9565;-38.03;6.58;-25;6.33;1.633;;0.234;-47.255299;-56.068195;46.740648;2.60E-06;2.80E-05;-1.14E-05;4.01207939;0.567492121;-1.84E-07;3.19E-08;;;CrB;1;74771;;19.35530414;;;;;A;#f3e8d3;#f3e8d3
74774;75003;136014;5689;;;;15.325481;-37.097161;120.4819;-78.57;-145.36;11;6.19;0.785;;0.959;-61.921939;-73.488228;-72.670942;-7.88E-06;6.19E-05;-7.45E-05;4.012201533;-0.647467599;-3.81E-07;-7.05E-07;;;Lup;1;74774;;42.26686143;;;;;G;#FFD423;#FFD423
74814;75043;136729;5715;;;;15.334763;51.958515;67.659;10.88;11.28;8;5.65;1.498;;0.122;-26.788212;-31.949247;53.285901;1.37E-06;-3.92E-06;8.72E-06;4.014631614;0.90684716;5.27E-08;5.47E-08;;;Boo;1;74814;;21.91795344;;;;;A;#f3e8d3;#f3e8d3
74820;75049;136512;5709;;;;15.335714;29.616209;82.7815;-118.74;-42.02;-53;5.51;0.92;;1.015;-46.224606;-55.158019;40.909375;-1.16E-05;6.03E-05;-4.15E-05;4.014880406;0.516900357;-5.76E-07;-2.04E-07;Omi;1;CrB;1;74820;;37.32501578;;;;;K;#F99220;#F99220
74862;75091;135737;5684;;;;15.344599;-67.481526;306.7485;-6.32;-10.16;-4;6.27;-1.164;;-0.09;-75.24829;-90.216368;-283.360764;2.73E-06;1.79E-05;-2.01E-06;4.017206576;-1.177774811;-3.06E-08;-4.93E-08;;;TrA;1;74862;;254.4485615;;;;;B;#93C2F1;#93C2F1
74864;75093;136751;5716;;;;15.344909;44.434376;54.0541;41.96;-103.55;-0.3;6.14;2.476;;0.369;-24.720245;-29.64245;37.842835;-3.58E-06;-2.15E-05;-1.96E-05;4.017287667;0.775526155;2.03E-07;-5.02E-07;;;Boo;1;74864;;8.904304436;;;;;F;#d4bf94;#d4bf94
74868;75097;137422;5735;;;;15.345483;71.834016;149.2537;-18.03;17.68;-4;3;-2.87;;0.058;-29.797327;-35.741213;141.814461;-1.42E-06;1.87E-05;1.00E-07;4.017438041;1.253740093;-8.74E-08;8.57E-08;Gam;13;UMi;1;74868;;1224.616199;;3.016;2.996;;A;#f3e8d3;#f3e8d3
74872;75101;136442;5706;;;;15.346394;-2.413331;35.0508;-262.44;-170.16;-47;6.34;3.617;;1.062;-22.418106;-26.903147;-1.475905;-2.74E-06;6.64E-05;-2.69E-05;4.017676673;-0.042120564;-1.27E-06;-8.25E-07;;;Ser;1;74872;;3.113149665;;;;;K;#F99220;#F99220
74881;75110;136366;5701;;;;15.348244;-18.158658;183.4862;-6.96;-59.67;3;6.16;-0.158;;1.024;-111.546592;-133.994835;-57.183368;3.96E-06;1.44E-05;-5.14E-05;4.018160832;-0.316928361;-3.37E-08;-2.89E-07;;28;Lib;1;74881;;100.7395485;;;;;G;#FFD423;#FFD423
74889;75118;136407;5703;;;;15.350382;-15.548342;56.6572;27.14;18.15;5;6.14;2.374;;0.393;-34.898842;-41.969843;-15.187049;1.73E-06;-9.58E-06;3.43E-06;4.018720677;-0.271369755;1.32E-07;8.80E-08;Omi;29;Lib;1;74889;;9.781377043;;;;;F;#d4bf94;#d4bf94
74890;75119;136514;5710;;;;15.350554;0.715337;73.3676;-42.48;-104.14;9;5.35;1.022;;1.191;-46.902313;-56.410554;0.91597;-1.78E-05;2.23E-06;-3.69E-05;4.018765751;0.01248498;-2.06E-07;-5.05E-07;;6;Ser;1;74890;;33.97817118;;;;;K;#F99220;#F99220
74896;75125;136643;5711;;;;15.351911;24.95802;182.4818;-26.56;-18.91;-2;6.36;0.054;;1.257;-105.725855;-127.250965;76.998937;-2.14E-05;1.10E-05;-1.60E-05;4.019121015;0.435599623;-1.29E-07;-9.17E-08;;;Ser;1;74896;;82.87050779;;;;;K;#F99220;#F99220
