ID,Node1,Node2,X,Y,Z
68842,26652,26772,,,
68843,26653,26654,,,
68844,26653,26656,,,
68845,26653,26657,,,
68846,26654,26658,,,
68847,26655,26675,,,
68848,26655,26656,,,
68849,26657,26658,,,
68850,26657,26673,,,
68851,26659,26730,,,
68852,26659,26718,,,
68853,26660,26820,,,
68854,26660,26711,,,
68855,26662,26767,,,
68856,26662,26691,,,
68857,26664,29279,,,
68858,26664,28888,,,
68859,26664,27000,,,
68860,26664,28880,,,
68861,26665,26707,,,
68862,26665,26729,,,
68863,26665,26706,,,
68864,26668,26669,,,
68865,26668,26670,,,
68866,26669,26675,,,
68867,26669,26670,,,
68868,26671,26674,,,
68869,26671,26672,,,
68870,26671,26713,,,
68871,26673,26675,,,
68872,26673,26674,,,
68873,26674,26675,,,
68874,26676,31367,,,
68875,26676,31407,,,
68876,26676,31413,,,
68877,26677,28914,,,
68878,26678,26766,,,
68879,26680,26731,,,
68880,26680,26736,,,
68881,26680,26733,,,
68882,26682,26703,,,
68883,26682,26801,,,
68884,26682,26700,,,
68885,26684,26693,,,
68886,26685,26701,,,
68887,26685,26697,,,
68888,26686,26728,,,
68889,26686,28759,,,
68890,26688,26708,,,
68891,26689,33194,,,
68892,26689,33191,,,
68893,26689,28280,,,
68894,26691,26723,,,
68895,26691,26706,,,
68896,26692,26707,,,
68897,26692,26706,,,
68898,26693,26732,,,
68899,26693,26716,,,
68900,26694,26791,,,
68901,26694,26716,,,
68902,26695,26768,,,
68903,26695,26702,,,
68904,26695,26712,,,
68905,26696,28824,,,
68906,26696,28825,,,
68907,26696,28815,,,
68908,26697,26703,,,
68909,26699,38690,,,
68910,26699,26785,,,
68911,26702,26718,,,
68912,26704,26707,,,
68913,26705,26719,,,
68914,26705,26787,,,
68915,26705,26791,,,
68916,26709,28502,,,
68917,26709,27900,,,
68918,26709,28306,,,
68919,26710,38768,,,
68920,26710,38743,,,
68921,26710,38048,,,
68922,26711,26797,,,
68923,26712,26722,,,
68924,26712,26769,,,
68925,26714,26715,,,
68926,26714,26796,,,
68927,26715,26798,,,
68928,26715,26716,,,
68929,26717,29193,,,
68930,26717,29089,,,
68931,26717,29022,,,
68932,26718,26723,,,
68933,26719,26720,,,
68934,26721,26762,,,
68935,26723,26730,,,
68936,26724,26726,,,
68937,26724,26773,,,
68938,26725,26788,,,
68939,26726,26735,,,
68940,26727,38811,,,
68941,26728,26769,,,
68942,26729,26730,,,
68943,26729,26731,,,
68944,26729,26744,,,
68945,26730,26731,,,
68946,26731,26733,,,
68947,26732,26733,,,
68948,26732,26761,,,
68949,26733,26735,,,
68950,26734,27049,,,
68951,26734,26967,,,
68952,26735,26736,,,
68953,26737,30913,,,
68954,26738,28777,,,
68955,26738,29063,,,
68956,26738,28903,,,
68957,26739,32957,,,
68958,26739,33227,,,
68959,26739,31386,,,
68960,26740,28703,,,
68961,26740,28776,,,
68962,26740,28949,,,
68963,26741,28730,,,
68964,26742,30944,,,
68965,26742,28803,,,
68966,26742,28869,,,
68967,26742,28864,,,
68968,26743,29009,,,
68969,26743,28216,,,
68970,26744,26761,,,
68971,26746,26774,,,
68972,26748,37684,,,
68973,26748,37643,,,
68974,26749,27039,,,
68975,26749,26826,,,
68976,26750,28615,,,
68977,26750,26790,,,
68978,26751,27099,,,
68979,26751,26832,,,
68980,26752,26877,,,
68981,26752,27341,,,
68982,26754,37296,,,
68983,26754,37361,,,
68984,26754,37057,,,
68985,26754,37405,,,
68986,26755,28797,,,
68987,26755,39022,,,
68988,26755,28698,,,
68989,26756,29249,,,
68990,26756,29286,,,
68991,26756,29272,,,
68992,26757,28507,,,
68993,26757,28744,,,
68994,26757,28763,,,
68995,26758,28727,,,
68996,26758,28946,,,
68997,26758,28888,,,
68998,26759,26767,,,
68999,26759,26760,,,
69000,26759,28780,,,
69001,26760,26768,,,
69002,26762,26797,,,
69003,26763,28803,,,
69004,26763,31365,,,
69005,26764,28790,,,
69006,26764,28680,,,
69007,26765,28794,,,
69008,26765,28875,,,
69009,26765,28719,,,
69010,26766,26767,,,
69011,26766,26772,,,
69012,26767,30956,,,
69013,26768,26769,,,
69014,26768,26770,,,
69015,26769,26770,,,
69016,26770,28766,,,
69017,26771,30916,,,
69018,26771,30727,,,
69019,26771,30769,,,
69020,26772,30955,,,
69021,26773,26779,,,
69022,26773,26774,,,
69023,26775,26810,,,
69024,26775,38769,,,
69025,26775,26804,,,
69026,26776,37762,,,
69027,26776,36906,,,
69028,26776,36892,,,
69029,26776,36574,,,
69030,26777,39365,,,
69031,26777,38396,,,
69032,26777,28982,,,
69033,26778,38849,,,
69034,26778,38879,,,
69035,26778,38850,,,
69036,26778,37494,,,
69037,26780,33144,,,
69038,26780,33143,,,
69039,26780,33089,,,
69040,26780,32981,,,
69041,26781,30636,,,
69042,26781,30877,,,
69043,26781,30727,,,
69044,26781,30963,,,
69045,26782,28620,,,
69046,26783,30606,,,
69047,26783,31028,,,
69048,26784,26809,,,
69049,26784,26793,,,
69050,26784,26794,,,
69051,26785,38689,,,
69052,26786,26950,,,
69053,26786,28511,,,
69054,26786,28466,,,
69055,26789,27359,,,
69056,26789,27400,,,
69057,26791,26792,,,
69058,26791,26798,,,
69059,26792,26802,,,
69060,26796,26798,,,
69061,26796,26822,,,
69062,26796,26817,,,
69063,26797,26802,,,
69064,26798,26801,,,
69065,26799,26944,,,
69066,26799,26891,,,
69067,26800,28596,,,
69068,26800,28549,,,
69069,26800,27910,,,
69070,26800,28517,,,
69071,26801,26802,,,
69072,26801,26816,,,
69073,26803,38812,,,
69074,26803,38851,,,
69075,26803,38404,,,
69076,26804,38803,,,
69077,26805,27060,,,
69078,26805,27076,,,
69079,26806,26811,,,
69080,26807,27013,,,
69081,26808,26819,,,
69082,26808,26809,,,
69083,26808,26810,,,
69084,26809,26818,,,
69085,26810,26811,,,
69086,26812,28662,,,
69087,26812,29164,,,
69088,26812,38691,,,
69089,26812,37434,,,
69090,26813,28713,,,
69091,26813,38860,,,
69092,26813,28639,,,
69093,26813,28680,,,
69094,26814,28629,,,
69095,26814,37470,,,
69096,26814,28516,,,
69097,26815,26816,,,
69098,26815,26817,,,
69099,26816,26817,,,
69100,26817,26822,,,
69101,26818,26819,,,
69102,26819,26820,,,
69103,26820,28636,,,
69104,26821,26822,,,
69105,26821,26823,,,
69106,26822,26823,,,
69107,26823,28626,,,
69108,26824,26853,,,
69109,26824,26852,,,
69110,26824,26931,,,
69111,26825,26914,,,
69112,26825,27050,,,
69113,26826,27044,,,
69114,26827,26953,,,
69115,26827,27097,,,
69116,26827,28066,,,
69117,26829,26888,,,
69118,26829,26836,,,
69119,26830,26950,,,
69120,26830,26859,,,
69121,26830,28466,,,
69122,26831,26899,,,
69123,26831,26896,,,
69124,26833,34045,,,
69125,26834,27762,,,
69126,26834,27695,,,
69127,26834,27662,,,
69128,26834,28276,,,
69129,26835,26910,,,
69130,26835,28461,,,
69131,26835,27528,,,
69132,26835,37548,,,
69133,26836,26878,,,
69134,26837,27339,,,
69135,26837,26912,,,
69136,26837,26917,,,
69137,26838,26866,,,
69138,26838,27305,,,
69139,26839,26883,,,
69140,26840,26928,,,
69141,26841,26846,,,
69142,26842,26889,,,
69143,26842,27302,,,
69144,26843,27255,,,
69145,26843,26864,,,
69146,26844,28636,,,
69147,26844,28644,,,
69148,26845,26846,,,
69149,26845,26848,,,
69150,26847,27671,,,
69151,26847,27623,,,
69152,26847,27690,,,
69153,26847,27658,,,
69154,26849,28638,,,
69155,26850,27017,,,
69156,26850,26941,,,
69157,26851,27041,,,
69158,26851,27040,,,
69159,26851,33260,,,
69160,26852,26892,,,
69161,26852,26873,,,
69162,26853,27066,,,
69163,26854,26891,,,
69164,26854,26922,,,
69165,26855,28289,,,
69166,26855,28276,,,
69167,26855,26879,,,
69168,26855,28268,,,
69169,26856,28328,,,
69170,26856,28289,,,
69171,26856,28290,,,
69172,26856,28284,,,
69173,26857,28474,,,
69174,26857,28495,,,
69175,26857,28506,,,
69176,26857,28386,,,
69177,26858,27657,,,
69178,26858,28473,,,
69179,26858,26993,,,
69180,26859,28495,,,
69181,26859,28530,,,
69182,26861,26993,,,
69183,26861,28473,,,
69184,26862,27319,,,
69185,26862,27294,,,
69186,26863,27030,,,
69187,26863,26971,,,
69188,26864,27308,,,
69189,26865,27346,,,
69190,26866,27235,,,
69191,26867,26872,,,
69192,26868,26870,,,
69193,26868,26872,,,
69194,26869,26871,,,
69195,26869,26870,,,
69196,26871,38825,,,
69197,26871,26872,,,
69198,26873,27280,,,
69199,26873,27333,,,
69200,26873,27340,,,
69201,26874,26896,,,
69202,26875,28634,,,
69203,26875,33151,,,
69204,26875,33150,,,
69205,26875,28609,,,
69206,26876,28485,,,
69207,26876,26969,,,
69208,26876,27795,,,
69209,26877,27334,,,
69210,26877,27300,,,
69211,26877,27297,,,
69212,26878,26886,,,
69213,26879,28290,,,
69214,26879,27009,,,
69215,26880,34056,,,
69216,26880,33107,,,
69217,26880,33372,,,
69218,26881,27079,,,
69219,26882,27344,,,
69220,26882,27314,,,
69221,26883,27462,,,
69222,26883,27518,,,
69223,26883,27526,,,
69224,26884,27205,,,
69225,26885,26922,,,
69226,26885,27314,,,
69227,26886,26888,,,
69228,26886,26891,,,
69229,26887,26888,,,
69230,26888,26893,,,
69231,26889,27301,,,
69232,26889,27296,,,
69233,26890,27306,,,
69234,26892,27333,,,
69235,26892,26966,,,
69236,26892,26912,,,
69237,26893,26929,,,
69238,26894,27216,,,
69239,26894,27126,,,
69240,26894,27357,,,
69241,26894,26989,,,
69242,26895,27143,,,
69243,26897,28053,,,
69244,26897,28045,,,
69245,26897,28182,,,
69246,26898,26903,,,
69247,26898,26968,,,
69248,26898,27084,,,
69249,26900,26945,,,
69250,26901,33198,,,
69251,26901,33270,,,
69252,26901,33295,,,
69253,26901,33187,,,
69254,26902,27537,,,
69255,26902,27505,,,
69256,26902,27514,,,
69257,26903,26968,,,
69258,26903,28268,,,
69259,26904,26966,,,
69260,26904,26918,,,
69261,26904,27361,,,
69262,26905,27302,,,
69263,26906,27079,,,
69264,26906,26947,,,
69265,26906,27476,,,
69266,26907,27261,,,
69267,26907,27061,,,
69268,26907,27432,,,
69269,26908,36616,,,
69270,26908,36576,,,
69271,26908,36568,,,
69272,26908,27821,,,
69273,26909,36448,,,
69274,26909,28402,,,
69275,26909,36484,,,
69276,26910,27528,,,
69277,26910,27526,,,
69278,26911,26956,,,
69279,26912,27032,,,
69280,26912,26925,,,
69281,26913,27393,,,
69282,26914,27057,,,
69283,26916,26920,,,
69284,26916,26917,,,
69285,26917,26921,,,
69286,26918,27020,,,
69287,26919,27318,,,
69288,26920,26923,,,
69289,26920,26921,,,
69290,26921,26924,,,
69291,26922,26925,,,
69292,26922,26923,,,
69293,26923,26924,,,
69294,26924,26925,,,
69295,26926,27523,,,
69296,26926,27560,,,
69297,26927,34021,,,
69298,26927,34003,,,
69299,26927,33999,,,
69300,26928,26929,,,
69301,26928,26931,,,
69302,26930,27089,,,
69303,26930,27041,,,
69304,26930,27018,,,
69305,26932,27306,,,
69306,26932,27231,,,
69307,26933,27281,,,
69308,26933,27316,,,
69309,26933,27279,,,
69310,26934,27284,,,
69311,26934,26937,,,
69312,26934,27296,,,
69313,26935,36585,,,
69314,26935,37149,,,
69315,26935,37173,,,
69316,26935,36977,,,
69317,26936,27573,,,
69318,26936,27498,,,
69319,26936,27540,,,
69320,26936,27510,,,
69321,26937,27343,,,
69322,26937,27285,,,
69323,26938,27351,,,
69324,26939,28986,,,
69325,26939,28589,,,
69326,26939,37393,,,
69327,26939,28678,,,
69328,26940,27093,,,
69329,26940,27095,,,
69330,26940,27002,,,
69331,26941,27019,,,
69332,26941,27024,,,
69333,26941,26993,,,
69334,26942,27510,,,
69335,26942,27538,,,
69336,26942,27545,,,
69337,26943,28421,,,
69338,26943,27717,,,
69339,26943,27749,,,
69340,26943,28415,,,
69341,26944,27021,,,
69342,26944,27003,,,
69343,26945,27379,,,
69344,26945,27559,,,
69345,26946,36989,,,
69346,26946,36985,,,
69347,26946,36588,,,
69348,26946,27616,,,
69349,26947,27159,,,
69350,26948,27027,,,
69351,26948,27001,,,
69352,26949,36565,,,
69353,26949,36530,,,
69354,26949,36471,,,
69355,26950,28569,,,
69356,26950,28281,,,
69357,26951,28229,,,
69358,26952,27064,,,
69359,26952,27063,,,
69360,26953,28102,,,
69361,26954,33204,,,
69362,26954,33207,,,
69363,26954,33083,,,
69364,26955,28228,,,
69365,26955,28113,,,
69366,26955,28129,,,
69367,26955,26999,,,
69368,26957,26958,,,
69369,26957,27350,,,
69370,26957,27298,,,
69371,26958,27129,,,
69372,26959,27285,,,
69373,26960,27265,,,
69374,26960,27328,,,
69375,26961,27312,,,
69376,26961,27338,,,
69377,26961,27342,,,
69378,26962,27373,,,
69379,26962,27369,,,
69380,26962,27323,,,
69381,26964,28304,,,
69382,26964,28320,,,
69383,26964,27743,,,
69384,26964,28181,,,
69385,26966,27021,,,
69386,26967,27049,,,
69387,26968,27096,,,
69388,26969,28611,,,
69389,26969,28569,,,
69390,26969,27795,,,
69391,26970,27498,,,
69392,26972,27259,,,
69393,26973,27069,,,
69394,26973,27098,,,
69395,26974,28211,,,
69396,26974,27504,,,
69397,26975,27569,,,
69398,26975,27485,,,
69399,26976,26977,,,
69400,26976,26990,,,
69401,26976,26981,,,
69402,26977,27517,,,
69403,26977,27531,,,
69404,26977,26981,,,
69405,26978,27523,,,
69406,26978,27555,,,
69407,26979,27523,,,
69408,26979,27524,,,
69409,26980,29401,,,
69410,26980,27900,,,
69411,26982,27140,,,
69412,26982,27470,,,
69413,26983,27074,,,
69414,26983,34038,,,
69415,26983,32213,,,
69416,26984,27189,,,
69417,26984,27062,,,
69418,26985,38983,,,
69419,26985,37407,,,
69420,26985,37212,,,
69421,26985,37456,,,
69422,26986,26991,,,
69423,26988,33223,,,
69424,26988,28255,,,
69425,26989,27187,,,
69426,26989,27015,,,
69427,26991,27018,,,
69428,26992,28965,,,
69429,26992,28896,,,
69430,26992,29092,,,
69431,26992,29119,,,
69432,26993,27019,,,
69433,26994,26996,,,
69434,26994,27034,,,
69435,26994,28406,,,
69436,26994,28317,,,
69437,26995,28200,,,
69438,26995,27598,,,
69439,26995,28079,,,
69440,26996,27024,,,
69441,26996,28198,,,
69442,26996,27657,,,
69443,26997,27108,,,
69444,26997,27115,,,
69445,26997,27046,,,
69446,26998,27012,,,
69447,26999,28441,,,
69448,26999,28196,,,
69449,26999,28153,,,
69450,27000,29301,,,
69451,27000,28806,,,
69452,27001,27090,,,
69453,27001,27031,,,
69454,27002,27022,,,
69455,27004,33023,,,
69456,27004,33220,,,
69457,27004,33217,,,
69458,27005,28189,,,
69459,27005,27664,,,
69460,27005,27054,,,
69461,27006,28189,,,
69462,27007,32972,,,
69463,27007,28123,,,
69464,27007,32918,,,
69465,27007,28026,,,
69466,27008,27221,,,
69467,27008,27122,,,
69468,27008,27100,,,
69469,27009,28204,,,
69470,27009,28346,,,
69471,27010,28305,,,
69472,27010,28219,,,
69473,27010,28266,,,
69474,27010,28157,,,
69475,27011,28128,,,
69476,27011,27961,,,
69477,27012,33213,,,
69478,27012,27047,,,
69479,27012,28154,,,
69480,27013,27049,,,
69481,27013,27108,,,
69482,27014,27094,,,
69483,27014,27092,,,
69484,27015,27121,,,
69485,27016,27098,,,
69486,27016,27101,,,
69487,27018,27058,,,
69488,27020,27021,,,
69489,27020,27033,,,
69490,27021,27032,,,
69491,27022,27023,,,
69492,27022,27034,,,
69493,27023,27035,,,
69494,27024,27034,,,
69495,27024,27025,,,
69496,27025,27035,,,
69497,27025,28157,,,
69498,27026,27027,,,
69499,27026,27028,,,
69500,27026,27036,,,
69501,27029,27170,,,
69502,27029,27173,,,
69503,27030,27033,,,
69504,27030,27031,,,
69505,27032,27033,,,
69506,27034,27035,,,
69507,27035,28266,,,
69508,27036,27043,,,
69509,27036,27037,,,
69510,27037,27044,,,
69511,27038,27039,,,
69512,27038,27043,,,
69513,27039,27044,,,
69514,27040,28239,,,
69515,27040,28284,,,
69516,27042,28225,,,
69517,27042,28184,,,
69518,27042,28156,,,
69519,27043,27044,,,
69520,27045,28086,,,
69521,27045,28142,,,
69522,27047,28293,,,
69523,27047,28258,,,
69524,27047,33218,,,
69525,27048,33480,,,
69526,27048,28161,,,
69527,27048,33970,,,
69528,27050,27057,,,
69529,27050,27055,,,
69530,27052,27065,,,
69531,27052,27067,,,
69532,27053,27162,,,
69533,27053,27228,,,
69534,27054,27203,,,
69535,27054,27056,,,
69536,27056,27076,,,
69537,27056,27664,,,
69538,27057,27069,,,
69539,27058,27089,,,
69540,27059,27259,,,
69541,27059,27288,,,
69542,27060,27149,,,
69543,27060,27109,,,
69544,27061,27429,,,
69545,27062,27145,,,
69546,27063,27064,,,
69547,27063,27100,,,
69548,27064,27081,,,
69549,27064,27069,,,
69550,27065,27092,,,
69551,27066,27516,,,
69552,27066,27280,,,
69553,27067,27069,,,
69554,27067,27081,,,
69555,27068,27122,,,
69556,27068,27246,,,
69557,27070,27077,,,
69558,27070,27496,,,
69559,27072,27268,,,
69560,27072,27113,,,
69561,27073,27405,,,
69562,27073,27381,,,
69563,27074,27076,,,
69564,27074,33486,,,
69565,27075,34028,,,
69566,27075,34011,,,
69567,27076,27077,,,
69568,27077,27142,,,
69569,27078,27187,,,
69570,27078,27298,,,
69571,27079,27496,,,
69572,27080,27512,,,
69573,27082,27517,,,
69574,27082,27363,,,
69575,27083,27263,,,
69576,27083,27642,,,
69577,27083,27496,,,
69578,27083,33960,,,
69579,27084,27508,,,
69580,27084,27473,,,
69581,27085,27086,,,
69582,27085,27507,,,
69583,27086,27133,,,
69584,27086,27110,,,
69585,27087,27482,,,
69586,27087,27104,,,
69587,27088,27438,,,
69588,27088,27261,,,
69589,27090,27091,,,
69590,27092,27093,,,
69591,27093,27095,,,
69592,27094,27096,,,
69593,27094,27095,,,
69594,27095,27097,,,
69595,27096,27097,,,
69596,27098,27115,,,
69597,27099,27372,,,
69598,27099,27386,,,
69599,27100,27101,,,
69600,27102,27439,,,
69601,27102,27428,,,
69602,27103,27672,,,
69603,27103,27665,,,
69604,27103,34110,,,
69605,27104,27144,,,
69606,27105,27479,,,
69607,27105,27423,,,
69608,27106,27376,,,
69609,27106,27365,,,
69610,27106,27361,,,
69611,27107,27482,,,
69612,27107,27183,,,
69613,27108,27114,,,
69614,27109,27110,,,
69615,27109,27111,,,
69616,27110,27111,,,
69617,27111,27113,,,
69618,27112,27113,,,
69619,27114,27115,,,
69620,27116,27564,,,
69621,27116,27522,,,
69622,27117,27360,,,
69623,27118,27163,,,
69624,27118,27254,,,
69625,27118,27182,,,
69626,27119,27214,,,
69627,27119,27218,,,
69628,27119,27240,,,
69629,27120,27237,,,
69630,27120,27239,,,
69631,27120,27130,,,
69632,27121,27299,,,
69633,27121,27122,,,
69634,27124,27146,,,
69635,27125,27134,,,
69636,27126,27214,,,
69637,27126,27356,,,
69638,27126,27187,,,
69639,27127,27262,,,
69640,27128,27497,,,
69641,27128,27511,,,
69642,27128,27263,,,
69643,27129,27352,,,
69644,27129,27298,,,
69645,27131,27473,,,
69646,27131,27515,,,
69647,27132,27136,,,
69648,27132,27154,,,
69649,27133,27263,,,
69650,27133,27507,,,
69651,27133,27203,,,
69652,27135,27155,,,
69653,27136,27162,,,
69654,27137,27152,,,
69655,27137,27177,,,
69656,27138,27139,,,
69657,27138,27148,,,
69658,27139,27161,,,
69659,27139,27183,,,
69660,27140,27141,,,
69661,27140,27475,,,
69662,27141,27152,,,
69663,27142,27143,,,
69664,27142,27149,,,
69665,27143,27148,,,
69666,27146,27165,,,
69667,27147,27164,,,
69668,27147,27165,,,
69669,27148,27149,,,
69670,27150,27162,,,
69671,27150,27240,,,
69672,27151,27169,,,
69673,27152,27178,,,
69674,27153,27224,,,
69675,27156,27179,,,
69676,27157,27222,,,
69677,27157,27181,,,
69678,27159,27465,,,
69679,27159,27495,,,
69680,27159,27501,,,
69681,27160,27268,,,
69682,27161,27186,,,
69683,27161,27183,,,
69684,27163,27212,,,
69685,27163,27247,,,
69686,27164,27165,,,
69687,27166,27224,,,
69688,27166,27226,,,
69689,27167,27169,,,
69690,27167,27214,,,
69691,27167,27227,,,
69692,27168,27187,,,
69693,27168,27169,,,
69694,27169,27226,,,
69695,27170,27172,,,
69696,27170,27223,,,
69697,27171,27172,,,
69698,27173,27174,,,
69699,27173,27208,,,
69700,27175,27176,,,
69701,27175,27178,,,
69702,27176,27180,,,
69703,27177,27178,,,
69704,27177,27179,,,
69705,27178,27180,,,
69706,27179,27180,,,
69707,27181,27230,,,
69708,27181,27193,,,
69709,27182,27272,,,
69710,27184,27502,,,
69711,27184,27237,,,
69712,27184,27370,,,
69713,27184,27483,,,
69714,27185,27186,,,
69715,27188,27237,,,
69716,27188,27196,,,
69717,27190,27293,,,
69718,27191,27192,,,
69719,27191,27472,,,
69720,27191,27199,,,
69721,27192,27200,,,
69722,27193,27202,,,
69723,27193,27200,,,
69724,27194,27453,,,
69725,27194,27378,,,
69726,27194,27262,,,
69727,27195,27259,,,
69728,27196,27238,,,
69729,27196,27218,,,
69730,27197,27220,,,
69731,27197,27412,,,
69732,27197,27209,,,
69733,27198,27440,,,
69734,27198,27211,,,
69735,27198,27201,,,
69736,27199,27200,,,
69737,27199,27201,,,
69738,27201,27202,,,
69739,27202,27207,,,
69740,27203,33980,,,
69741,27203,28137,,,
69742,27204,27489,,,
69743,27204,27375,,,
69744,27205,27431,,,
69745,27205,27435,,,
69746,27205,27401,,,
69747,27207,27210,,,
69748,27209,27219,,,
69749,27210,27211,,,
69750,27210,27219,,,
69751,27211,27467,,,
69752,27211,27220,,,
69753,27212,27294,,,
69754,27212,27295,,,
69755,27213,27374,,,
69756,27214,27217,,,
69757,27215,27488,,,
69758,27215,27479,,,
69759,27215,27436,,,
69760,27216,27218,,,
69761,27217,27352,,,
69762,27219,27220,,,
69763,27222,27230,,,
69764,27222,27227,,,
69765,27223,27229,,,
69766,27223,27224,,,
69767,27224,27226,,,
69768,27225,27275,,,
69769,27225,27231,,,
69770,27225,27306,,,
69771,27226,27227,,,
69772,27228,27230,,,
69773,27228,27229,,,
69774,27229,27230,,,
69775,27231,27244,,,
69776,27233,27267,,,
69777,27234,27254,,,
69778,27234,27253,,,
69779,27235,27275,,,
69780,27235,27283,,,
69781,27236,27266,,,
69782,27236,27269,,,
69783,27238,27239,,,
69784,27238,27240,,,
69785,27239,27240,,,
69786,27241,27377,,,
69787,27241,27382,,,
69788,27242,27335,,,
69789,27242,27419,,,
69790,27244,27283,,,
69791,27245,27256,,,
69792,27246,27302,,,
69793,27246,27299,,,
69794,27247,27270,,,
69795,27247,27276,,,
69796,27248,27322,,,
69797,27249,27297,,,
69798,27249,27313,,,
69799,27249,27327,,,
69800,27250,27312,,,
69801,27250,27303,,,
69802,27251,27286,,,
69803,27251,27253,,,
69804,27252,27253,,,
69805,27255,27308,,,
69806,27255,27314,,,
69807,27255,27265,,,
69808,27256,27267,,,
69809,27257,27524,,,
69810,27257,27406,,,
69811,27257,27450,,,
69812,27260,27284,,,
69813,27260,27303,,,
69814,27261,27416,,,
69815,27261,27408,,,
69816,27262,27321,,,
69817,27264,27515,,,
69818,27264,27268,,,
69819,27264,27361,,,
69820,27265,27266,,,
69821,27266,27308,,,
69822,27268,27362,,,
69823,27269,27304,,,
69824,27269,27315,,,
69825,27270,27271,,,
69826,27270,27276,,,
69827,27271,27295,,,
69828,27272,27276,,,
69829,27272,27273,,,
69830,27275,27283,,,
69831,27277,27348,,,
69832,27277,27278,,,
69833,27278,27281,,,
69834,27278,27330,,,
69835,27279,27315,,,
69836,27280,27376,,,
69837,27281,27329,,,
69838,27282,27444,,,
69839,27282,27417,,,
69840,27282,27420,,,
69841,27283,27287,,,
69842,27285,27337,,,
69843,27286,27293,,,
69844,27286,27289,,,
69845,27287,27288,,,
69846,27287,27293,,,
69847,27288,27292,,,
69848,27289,27291,,,
69849,27289,27290,,,
69850,27290,27291,,,
69851,27291,27292,,,
69852,27292,27293,,,
69853,27295,27311,,,
69854,27296,27301,,,
69855,27297,27332,,,
69856,27298,27356,,,
69857,27299,27357,,,
69858,27299,27317,,,
69859,27300,27307,,,
69860,27302,27398,,,
69861,27303,27310,,,
69862,27304,27329,,,
69863,27304,27328,,,
69864,27304,27331,,,
69865,27305,27306,,,
69866,27309,27313,,,
69867,27309,27312,,,
69868,27310,27311,,,
69869,27313,27328,,,
69870,27315,27329,,,
69871,27317,27355,,,
69872,27318,27330,,,
69873,27320,27406,,,
69874,27320,27452,,,
69875,27321,27447,,,
69876,27322,27402,,,
69877,27323,27373,,,
69878,27324,27335,,,
69879,27324,27326,,,
69880,27325,27326,,,
69881,27325,27335,,,
69882,27326,27374,,,
69883,27327,27328,,,
69884,27327,27331,,,
69885,27329,27330,,,
69886,27331,27332,,,
69887,27333,27365,,,
69888,27333,27339,,,
69889,27334,27338,,,
69890,27334,27344,,,
69891,27336,27683,,,
69892,27336,27701,,,
69893,27336,27661,,,
69894,27337,27343,,,
69895,27337,27339,,,
69896,27338,27342,,,
69897,27338,27339,,,
69898,27340,27346,,,
69899,27340,27347,,,
69900,27341,27342,,,
69901,27341,27343,,,
69902,27342,27343,,,
69903,27344,27345,,,
69904,27344,27346,,,
69905,27345,27348,,,
69906,27345,27346,,,
69907,27347,27348,,,
69908,27347,27349,,,
69909,27348,27349,,,
69910,27350,27351,,,
69911,27350,27355,,,
69912,27351,27354,,,
69913,27352,27356,,,
69914,27352,27353,,,
69915,27353,27357,,,
69916,27353,27402,,,
69917,27353,27399,,,
69918,27354,27355,,,
69919,27356,27357,,,
69920,27358,27427,,,
69921,27359,27469,,,
69922,27359,27370,,,
69923,27360,27362,,,
69924,27361,27362,,,
69925,27363,27544,,,
69926,27364,27545,,,
69927,27364,27538,,,
69928,27365,27376,,,
69929,27366,27390,,,
69930,27366,27427,,,
69931,27366,27425,,,
69932,27367,27392,,,
69933,27368,27369,,,
69934,27368,27385,,,
69935,27368,27391,,,
69936,27371,27832,,,
69937,27371,27796,,,
69938,27372,27377,,,
69939,27373,27387,,,
69940,27373,27383,,,
69941,27374,27454,,,
69942,27375,27489,,,
69943,27376,27388,,,
69944,27377,27386,,,
69945,27378,27555,,,
69946,27379,27536,,,
69947,27379,27579,,,
69948,27380,27410,,,
69949,27380,27403,,,
69950,27381,27424,,,
69951,27384,27389,,,
69952,27385,27427,,,
69953,27387,27393,,,
69954,27387,27395,,,
69955,27388,27389,,,
69956,27389,27421,,,
69957,27390,27427,,,
69958,27390,27424,,,
69959,27391,27395,,,
69960,27392,27393,,,
69961,27393,27394,,,
69962,27394,27396,,,
69963,27395,27396,,,
69964,27397,27398,,,
69965,27398,27402,,,
69966,27399,27400,,,
69967,27399,27402,,,
69968,27401,27404,,,
69969,27401,27435,,,
69970,27404,27422,,,
69971,27405,27423,,,
69972,27405,27479,,,
69973,27406,27415,,,
69974,27407,27469,,,
69975,27407,27434,,,
69976,27407,27477,,,
69977,27408,27410,,,
69978,27408,27409,,,
69979,27408,27416,,,
69980,27409,27410,,,
69981,27409,27411,,,
69982,27411,27412,,,
69983,27411,27413,,,
69984,27412,27414,,,
69985,27413,27414,,,
69986,27415,27423,,,
69987,27416,27431,,,
69988,27417,27457,,,
69989,27417,27454,,,
69990,27418,27505,,,
69991,27418,27452,,,
69992,27419,27459,,,
69993,27419,27560,,,
69994,27420,27421,,,
69995,27420,27422,,,
69996,27421,27422,,,
69997,27425,27445,,,
69998,27425,27443,,,
69999,27426,27471,,,
70000,27426,27468,,,
70001,27428,27463,,,
70002,27428,27439,,,
70003,27429,27430,,,
70004,27433,27466,,,
70005,27433,27487,,,
70006,27434,27439,,,
