ID,Node1,Node2,Marker
1285,4089,4235,0
1286,4134,4061,0
1287,2793,2614,0
1288,2793,2562,0
1289,2589,2562,0
1290,2589,2614,0
1291,2589,2793,0
1292,2562,2614,0
1293,4241,4033,0
1294,4241,4005,0
1295,4020,4005,0
1296,4020,4033,0
1297,4020,4241,0
1298,4005,4033,0
1299,516,602,0
1300,516,316,0
1301,486,316,0
1302,486,602,0
1303,486,516,0
1304,316,602,0
1305,1123,1157,0
1306,1123,633,0
1307,1181,633,0
1308,1181,1157,0
1309,1181,1123,0
1310,633,1157,0
1311,3647,3440,0
1312,3647,3666,0
1313,3504,3666,0
1314,3504,3440,0
1315,3504,3647,0
1316,3666,3440,0
1317,6604,1976,0
1318,6604,1972,0
1319,1695,1972,0
1320,1695,1976,0
1321,1695,6604,0
1322,1972,1976,0
1323,5948,5796,0
1324,5948,5525,0
1325,5979,5525,0
1326,5979,5796,0
1327,5979,5948,0
1328,5525,5796,0
1329,2167,2006,0
1330,2019,2006,0
1331,2019,2084,0
1332,2019,2167,0
1333,2006,2084,0
1334,4693,4487,0
1335,4693,4504,0
1336,4672,4504,0
1337,4672,4487,0
1338,4672,4693,0
1339,4504,4487,0
1340,6530,113,0
1341,6530,101,0
1342,359,101,0
1343,359,113,0
1344,359,6530,0
1345,101,113,0
1346,4745,4594,0
1347,4745,4460,0
1348,4598,4460,0
1349,4598,4594,0
1350,4598,4745,0
1351,4460,4594,0
1352,6227,6090,0
1353,6227,6232,0
1354,6360,6232,0
1355,6360,6090,0
1356,6360,6227,0
1357,6232,6090,0
1358,4395,4377,0
1359,4442,4377,1
1360,4370,4377,0
1361,4580,4593,0
1362,4580,4512,0
1363,4610,4512,0
1364,4610,4593,0
1365,4610,4580,0
1366,4512,4593,0
1367,91,136,0
1368,91,6460,0
1369,25,6460,0
1370,25,136,0
1371,25,91,0
1372,6460,136,0
1373,2911,2961,0
1374,2911,2897,0
