   72 Feronia            E. Bowell        8.94  0.15 0.78  86.1         0   0   0   0   0   0 49116  321 20000226 144.857564 102.378519 208.211432  5.413637 0.12139197   2.26557896 19991220 8.9E-02 -6.0E-04 20000121 9.1E-02 20010413 1.2E-01 20050721 1.2E-01 20050721
   73 Klytia             E. Bowell        9.0   0.15 0.82  44.4         0   0   0   0   0   0 30397  176 20000226  10.423486  52.399354   7.337830  2.378133 0.04276282   2.66535473 19991220 1.0E-01 -4.2E-04 20000121 1.8E-01 20010219 2.1E-01 20070810 2.1E-01 20070810
   74 Galatea            E. Bowell        8.66  0.15 0.69 118.7         0   0   0   0   0   0 48568  410 20000226 225.997545 173.806989 197.566561  4.056893 0.23611113   2.78177748 19990830 3.6E-02  1.1E-04 20000121 5.7E-02 20000520 1.3E-01 20010927 1.3E-01 20010927
   75 Eurydike           E. Bowell        8.96  0.23 0.71  55.7 M       0   0   0   0   0   0 49614  481 20000226 183.258202 338.842954 359.568724  5.016939 0.30839303   2.66985250 19991220 4.4E-02  2.0E-04 20000121 4.9E-02 20000301 1.2E-01 20060831 1.2E-01 20060831
   76 Freia              E. Bowell        7.90  0.15 0.70 183.7 CP      0   0   0   0   0   9 49507  402 20000226 267.514586 255.485544 204.719982  2.117618 0.16467230   3.41278628 19991130 4.7E-02 -4.9E-05 20000121 1.1E-01 20001011 1.5E-01 20071221 1.5E-01 20071221
   77 Frigga             E. Bowell        8.52  0.16 0.75  69.2 M?      0   0   0   0   0   9 43756  524 20000226 141.541501  61.423214   1.389764  2.433410 0.13076322   2.66967717 19990908 3.1E-02  1.5E-04 20000121 5.2E-02 20000508 7.0E-02 20061022 7.0E-02 20061022
   78 Diana              E. Bowell        8.09  0.08 0.71 120.6 C       0   0   0   0   0   0 49739  277 20000226 132.484028 151.582383 333.613679  8.685583 0.20743641   2.62017155 19990908 7.9E-02  4.2E-05 20000121 1.3E-01 20000716 1.8E-01 20030310 1.8E-01 20030310
   79 Eurynome           E. Bowell        7.96  0.25 0.88  66.5 S       0   0   0   0   0   0 49538  320 20000226 224.547896 200.540023 206.866744  4.622388 0.19195659   2.44502283 19990908 5.7E-02  1.3E-04 20000121 1.2E-01 20000709 1.4E-01 20011229 1.4E-01 20011229
   80 Sappho             E. Bowell        7.98  0.15 0.90  78.4 S       0   0   0   0   0   0 48820  393 20000226 274.400893 139.224189 218.894241  8.666392 0.20001165   2.29620424 19990823 4.8E-02  1.2E-04 20000121 1.3E-01 20000712 1.5E-01 20041114 1.5E-01 20041114
   81 Terpsichore        E. Bowell        8.48  0.15 0.71 119.1 C       0   0   0   0   0   0 49277  151 20000226 358.163954  50.192706   1.555927  7.817519 0.21304057   2.85351622 19991230 8.4E-02  4.2E-05 20000121 2.0E-01 20010206 2.1E-01 20030630 2.5E-01 20091116
   82 Alkmene            E. Bowell        8.40  0.28 0.81  61.0 S       0   0   0   0   0   0 49128  431 20000226 113.609916 110.565069  25.681501  2.833034 0.22430218   2.76010352 19990908 4.0E-02  4.0E-05 20000121 6.8E-02 20000707 1.1E-01 20080305 1.1E-01 20080305
   83 Beatrix            E. Bowell        8.66  0.15 0.70  81.4 l       0   0   0   0   0   0 48643  194 20000226 212.704699 166.710666  27.856148  4.969664 0.08108264   2.43392016 19991220 7.0E-02 -3.1E-04 20000121 1.7E-01 20010122 2.1E-01 20020625 2.1E-01 20020625
   84 Klio               E. Bowell        9.32  0.15 0.73  79.2         0   0   0   0   0   0 48915  167 20000226   6.977413  14.774224 327.812176  9.339203 0.23697632   2.36185227 19990908 9.3E-02 -3.1E-04 20000121 1.8E-01 20001219 3.3E-01 20030806 3.3E-01 20030806
   85 Io                 E. Bowell        7.61  0.15 0.66 154.8 C       0   0   1   0   0  10 49018  461 20000226  64.453437 122.912197 203.490130 11.969223 0.19184462   2.65562001 19991220 4.9E-02 -2.0E-04 20000121 8.9E-02 20010111 9.7E-02 20030725 9.7E-02 20030725
