exoplanet_name,distance_ly,star_brightness,planet_type,discovery_year,mass_multiplier,mass_unit,radius_multiplier,radius_unit,orbit_radius_au,orbit_period_days,eccentricity,detection_method,mass_earth_multiplier,radius_earth_multiplier,mass_earth_kg,radius_earth_m,exoplanet_volume_m3,exoplanet_density_kg_m3
Kepler-694 b,3337.0,15.284,Neptune-like,2016,8.25,Earth,0.25,Jupiter,0.0659,0.017522246,0.0,Transit,8.25,2.80225,4.9269000000000005e+25,17853134.75,2.383592762435e+22,2067.005772817854
Kepler-695 b,2750.0,15.262,Gas giant,2016,0.196,Jupiter,0.822,Jupiter,0.0374,0.008213553,0.0,Transit,62.2888,9.213797999999999,3.7198871360000004e+26,58701107.05799999,8.472810332803539e+23,439.0381691418247
Kepler-696 b,4620.0,15.308,Neptune-like,2016,31.3,Earth,0.548,Jupiter,0.0535,0.011498973,0.0,Transit,31.3,6.142532,1.8692360000000003e+26,39134071.372,2.5104623208306794e+23,744.5783927884224
Kepler-697 b,4167.0,15.888,Neptune-like,2016,16.0,Earth,0.368,Jupiter,0.0471,0.010130048,0.0,Transit,16.0,4.124912,9.5552e+25,26279814.352,7.602483531755463e+22,1256.852443032342
Kepler-698 b,6510.0,15.716,Neptune-like,2016,13.1,Earth,0.328,Jupiter,0.1255,0.044626966,0.0,Transit,13.1,3.676552,7.82332e+25,23423312.792,5.383113827279917e+22,1453.3075560011177
Kepler-69 b,2383.0,13.866,Neptune-like,2013,5.65,Earth,0.2,Jupiter,0.094,0.037508555,0.16,Transit,5.65,2.2418,3.3741800000000003e+25,14282507.8,1.2203994943667204e+22,2764.815960326911
Kepler-69 c,2383.0,13.866,Super earth,2013,3.57,Earth,1.71,Earth,0.64,0.6639288,0.14,Transit,3.57,1.71,2.132004e+25,10894410.0,5.416263140888222e+21,3936.300627466134
Kepler-6 b,1915.0,13.286,Gas giant,2009,0.668,Jupiter,1.304,Jupiter,0.04852,0.008761123,0.0,Transit,212.29040000000003,14.616536,1.2677982688000003e+27,93121950.856,3.382554527379322e+24,374.8049761025562
Kepler-700 b,4866.0,15.202,Neptune-like,2016,30.0,Earth,0.534,Jupiter,0.3577,0.22149213,0.0,Transit,30.0,5.985606,1.7916000000000002e+26,38134295.826,2.322928290089373e+23,771.2678896045774
Kepler-701 b,2525.0,15.056,Neptune-like,2016,8.45,Earth,0.253,Jupiter,0.0895,0.028473647,0.0,Transit,8.45,2.835877,5.04634e+25,18067372.367,2.470435932804325e+22,2042.6921147765315
Kepler-702 b,3236.0,15.437,Gas giant,2016,0.194,Jupiter,0.818,Jupiter,0.088,0.028747434,0.0,Transit,61.653200000000005,9.168961999999999,3.681929104000001e+26,58415456.901999995,8.349720595721813e+23,440.9643486617419
Kepler-703 b,3774.0,15.599,Gas giant,2016,0.161,Jupiter,0.732,Jupiter,0.0535,0.012594113,0.0,Transit,51.165800000000004,8.204988,3.0556215760000004e+26,52273978.548,5.983361948826414e+23,510.6864004106144
Kepler-704 b,4008.0,15.454,Neptune-like,2016,7.32,Earth,0.233,Jupiter,0.047,0.010403832,0.0,Transit,7.32,2.611697,4.3715040000000004e+25,16639121.587,1.9296555598592803e+22,2265.432282805327
Kepler-705 b,903.0,16.331,Neptune-like,2016,5.1,Earth,2.11,Earth,0.232,0.15359342,0.0,Transit,5.1,2.11,3.04572e+25,13442810.0,1.0175571035571748e+22,2993.168628426627
Kepler-706 b,2892.0,15.274,Gas giant,2016,,,1.175,Jupiter,0.2162,0.113347024,0.0,Transit,,13.170575,,83909733.325,2.474717513742891e+24,
Kepler-707 b,1930.0,15.022,Super earth,2016,2.33,Earth,1.33,Earth,0.0325,0.006023272,0.0,Transit,2.33,1.33,1.391476e+25,8473430.0,2.548392671227243e+21,5460.210334578852
Kepler-708 b,4548.0,15.61,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.0426,0.008761123,0.0,Transit,8.91,2.925549,5.3210520000000004e+25,18638672.679,2.712273957806519e+22,1961.841643866707
Kepler-709 b,2169.0,15.261,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.1173,0.044079397,0.0,Transit,8.85,2.925549,5.28522e+25,18638672.679,2.712273957806519e+22,1948.6305890258536
Kepler-710 b,4724.0,15.071,Super earth,2016,4.19,Earth,1.88,Earth,0.0524,0.011772759,0.0,Transit,4.19,1.88,2.5022680000000002e+25,11977480.0,7.197554670571308e+21,3476.5529607312897
Kepler-711 b,2037.0,15.635,Neptune-like,2016,11.5,Earth,0.304,Jupiter,0.1429,0.06461328,0.0,Transit,11.5,3.407536,6.867800000000001e+25,21709411.856,4.285808707513002e+22,1602.4513618540138
Kepler-712 b,2846.0,16.161,Neptune-like,2016,11.5,Earth,0.304,Jupiter,0.1378,0.057494868,0.0,Transit,11.5,3.407536,6.867800000000001e+25,21709411.856,4.285808707513002e+22,1602.4513618540138
Kepler-712 c,2846.0,16.161,Neptune-like,2016,21.0,Earth,0.433,Jupiter,0.6732,0.6212183,0.0,Transit,21.0,4.853497,1.2541200000000001e+26,30921629.387,1.23844213982633e+23,1012.6593400446375
Kepler-713 b,3555.0,15.171,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.0748,0.020260096,0.0,Transit,6.71,2.477189,4.007212e+25,15782171.119,1.646602813333083e+22,2433.623924089216
Kepler-714 b,6796.0,15.43,Gas giant,2016,0.213,Jupiter,0.863,Jupiter,0.0832,0.022176592,0.0,Transit,67.6914,9.673366999999999,4.0425304080000005e+26,61629021.15699999,9.80492823262833e+23,412.29576719873154
Kepler-715 b,4330.0,15.204,Neptune-like,2016,13.5,Earth,0.335,Jupiter,0.0933,0.027378507,0.0,Transit,13.5,3.755015,8.062200000000001e+25,23923200.565,5.7351720800659045e+22,1405.7468350465529
Kepler-716 b,2071.0,15.314,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.0873,0.028473647,0.0,Transit,8.75,2.903131,5.2255e+25,18495847.601,2.6503993983422517e+22,1971.5896416473681
Kepler-716 c,2071.0,15.314,Super earth,2020,2.52,Earth,1.393,Earth,0.046,0.0109514035,0.0,Transit,2.52,1.393,1.5049440000000001e+25,8874803.0,2.927957535570891e+21,5139.910609074346
Kepler-717 b,9151.0,15.756,Neptune-like,2016,6.44,Earth,0.216,Jupiter,0.052,0.012046544,0.0,Transit,6.44,2.421144,3.8459680000000006e+25,15425108.424,1.53735188784769e+22,2501.68359658009
Kepler-718 b,4248.0,15.399,Gas giant,2016,131.0,Jupiter,1.477,Jupiter,0.0322,0.0057494864,0.0,Transit,41631.8,16.555693,2.4862510960000004e+29,105476320.10300002,4.915339480478676e+24,50581.47267089432
Kepler-719 b,8147.0,16.128,Gas giant,2016,0.172,Jupiter,0.76,Jupiter,0.0556,0.0136892535,0.0,Transit,54.6616,8.518839999999999,3.264390752e+26,54273529.63999999,6.696576105489063e+23,487.47161244449046
Kepler-720 b,3475.0,15.462,Gas giant,2016,0.168,Jupiter,0.75,Jupiter,0.0539,0.012867898,0.0,Transit,53.39040000000001,8.406749999999999,3.188474688e+26,53559404.24999999,6.435700458574498e+23,495.43553316747193
Kepler-721 b,3023.0,15.963,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.0583,0.014784395,0.0,Transit,7.46,2.6453239999999996,4.455112e+25,16853359.203999996,2.0051554220283395e+22,2221.828767514379
Kepler-722 b,4043.0,15.489,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.0514,0.011225188,0.0,Transit,7.41,2.634115,4.4252520000000005e+25,16781946.665,1.979774010994312e+22,2235.230877577529
Kepler-722 c,4043.0,15.489,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.4471,0.28774813,0.0,Transit,8.35,2.824668,4.98662e+25,17995959.827999998,2.441257858943321e+22,2042.6437058797299
Kepler-723 b,3496.0,15.452,Gas giant,2016,,,1.088,Jupiter,0.0479,0.011225188,0.0,Transit,,12.195392,,77696842.432,1.9647111875211085e+24,
Kepler-724 b,2783.0,15.284,Neptune-like,2016,10.8,Earth,0.294,Jupiter,0.0433,0.009034907,0.0,Transit,10.8,3.2954459999999997,6.449760000000001e+25,20995286.466,3.876627063044256e+22,1663.7556038044845
Kepler-725 b,2474.0,15.145,Gas giant,2016,0.25,Jupiter,0.948,Jupiter,0.215,0.10841889,0.0,Transit,79.45,10.626131999999998,4.7447540000000004e+26,67699086.97199999,1.2996818200146376e+24,365.0704293106572
Kepler-726 b,2486.0,15.362,Neptune-like,2016,10.7,Earth,0.291,Jupiter,0.1406,0.059685145,0.0,Transit,10.7,3.2618189999999996,6.39004e+25,20781048.848999996,3.7591616285622797e+22,1699.857742600953
Kepler-727 b,2713.0,15.453,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.0546,0.014236824,0.0,Transit,6.94,2.533234,4.144568e+25,16139233.814000001,1.7609107692232578e+22,2353.650208992804
Kepler-728 b,5758.0,15.585,Neptune-like,2016,11.1,Earth,0.298,Jupiter,0.0625,0.015605749,0.0,Transit,11.1,3.3402819999999998,6.62892e+25,21280936.621999998,4.037019286990896e+22,1642.033274738464
Kepler-729 b,6267.0,15.567,Neptune-like,2016,12.5,Earth,0.319,Jupiter,0.0432,0.008761123,0.0,Transit,12.5,3.575671,7.465e+25,22780599.941,4.9520392837317905e+22,1507.4597700635518
Kepler-730 b,6312.0,15.782,Gas giant,2016,,,1.1,Jupiter,0.0694,0.01779603,0.0,Transit,,12.3299,,78553792.9,2.030439658752631e+24,
Kepler-730 c,6312.0,15.782,Super earth,2018,3.09,Earth,1.569,Earth,0.03997,0.007939767,0.0,Transit,3.09,1.569,1.845348e+25,9996099.0,4.183889975686336e+21,4410.603554882641
Kepler-731 b,4101.0,15.386,Gas giant,2016,,,1.238,Jupiter,0.0505,0.010677618,0.0,Transit,,13.876742,,88408723.282,2.894502747191881e+24,
Kepler-732 b,570.0,16.53,Neptune-like,2016,5.39,Earth,2.18,Earth,0.0691,0.026009582,0.0,Transit,5.39,2.18,3.218908e+25,13888780.000000002,1.1222274962526722e+22,2868.320381338487
Kepler-732 c,570.0,16.53,Super earth,2016,2.15,Earth,1.27,Earth,0.0143,0.0024640656,0.0,Transit,2.15,1.27,1.28398e+25,8091170.0,2.2188226339492552e+21,5786.762674737367
Kepler-733 b,2990.0,15.561,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.1483,0.056947295,0.0,Transit,8.35,2.824668,4.98662e+25,17995959.827999998,2.441257858943321e+22,2042.6437058797299
Kepler-734 b,3775.0,14.469,Neptune-like,2016,12.4,Earth,0.318,Jupiter,0.0583,0.01670089,0.0,Transit,12.4,3.564462,7.4052800000000005e+25,22709187.402,4.905614219116523e+22,1509.5520498009432
Kepler-735 b,2267.0,15.492,Neptune-like,2016,9.01,Earth,0.263,Jupiter,0.0965,0.031485286,0.0,Transit,9.01,2.9479670000000002,5.380772e+25,18781497.757000003,2.775104090074875e+22,1938.9442072620857
Kepler-736 b,3280.0,15.809,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.0428,0.009856262,0.0,Transit,8.91,2.925549,5.3210520000000004e+25,18638672.679,2.712273957806519e+22,1961.841643866707
Kepler-737 b,669.0,15.971,Super earth,2016,4.5,Earth,1.96,Earth,0.1422,0.07830253,0.0,Transit,4.5,1.96,2.6874000000000003e+25,12487160.0,8.156045475839108e+21,3294.979175828487
Kepler-738 b,3633.0,15.793,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1552,0.06735113,0.0,Transit,6.8,2.499607,4.06096e+25,15924996.197,1.6917127449432335e+22,2400.5021018720695
Kepler-739 b,4471.0,15.711,Neptune-like,2016,11.0,Earth,0.296,Jupiter,0.1054,0.034223136,0.0,Transit,11.0,3.3178639999999997,6.5692e+25,21138111.544,3.9562813176420785e+22,1660.4481513248927
Kepler-740 b,4704.0,16.022,Neptune-like,2016,18.9,Earth,0.408,Jupiter,0.0462,0.009856262,0.0,Transit,18.9,4.573271999999999,1.128708e+26,29136315.911999997,1.0360781652943343e+23,1089.4042918850153
Kepler-741 b,5421.0,15.186,Neptune-like,2016,9.11,Earth,0.265,Jupiter,0.0744,0.019164955,0.0,Transit,9.11,2.970385,5.440492e+25,18924322.834999997,2.8388971175442834e+22,1916.4104138814866
Kepler-742 b,1596.0,15.357,Neptune-like,2016,10.6,Earth,0.289,Jupiter,0.0744,0.022997946,0.0,Transit,10.6,3.2394009999999995,6.33032e+25,20638223.770999998,3.6821846253552263e+22,1719.1750669996086
Kepler-743 b,910.0,12.66,Super earth,2016,1.92,Earth,1.21,Earth,0.0418,0.008761123,0.0,Transit,1.92,1.21,1.146624e+25,7708910.0,1.91896712881418e+21,5975.2143889434565
Kepler-744 b,1468.0,13.718,Super earth,2016,3.26,Earth,1.62,Earth,0.0993,0.033127997,0.0,Transit,3.26,1.62,1.946872e+25,10321020.0,4.605284536763393e+21,4227.47386064503
Kepler-745 b,5808.0,15.427,Neptune-like,2016,5.31,Earth,2.16,Earth,0.0915,0.027104722,0.0,Transit,5.31,2.16,3.171132e+25,13761360.0,1.0916230013068784e+22,2904.969935777789
Kepler-746 b,1468.0,13.785,Super earth,2016,1.41,Earth,1.11,Earth,0.0435,0.009582478,0.0,Transit,1.41,1.11,8.42052e+24,7071810.000000001,1.4814273588926753e+21,5684.058654279274
Kepler-747 b,10918.0,15.595,Neptune-like,2016,24.1,Earth,0.47,Jupiter,0.1916,0.09746748,0.0,Transit,24.1,5.26823,1.4392520000000001e+26,33563893.33,1.5838192087954495e+23,908.7224046831723
Kepler-748 b,5565.0,15.37,Neptune-like,2016,6.9,Earth,0.225,Jupiter,0.0745,0.020260096,0.0,Transit,6.9,2.522025,4.12068e+25,16067821.275,1.7376391238151152e+22,2371.4245055398746
Kepler-749 b,2352.0,16.153,Neptune-like,2016,9.8,Earth,0.277,Jupiter,0.1054,0.047364816,0.0,Transit,9.8,3.104893,5.852560000000001e+25,19781273.303,3.242286135813018e+22,1805.07202475282
Kepler-74 b,3841.0,14.487,Gas giant,2013,0.63,Jupiter,0.96,Jupiter,0.0781,0.019986311,0.0,Transit,200.214,10.760639999999999,1.1956780080000001e+27,68556037.44,1.349664208810043e+24,885.9077689066025
Kepler-750 b,4228.0,14.634,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.093,0.025735795,0.0,Transit,9.64,3.071266,5.7570080000000005e+25,19567035.686,3.1380779010383493e+22,1834.5650368001002
Kepler-750 c,4228.0,14.634,Super earth,2016,3.26,Earth,1.62,Earth,0.0533,0.011225188,0.0,Transit,3.26,1.62,1.946872e+25,10321020.0,4.605284536763393e+21,4227.47386064503
Kepler-751 b,2481.0,15.211,Neptune-like,2016,6.62,Earth,0.219,Jupiter,0.1263,0.047638603,0.0,Transit,6.62,2.454771,3.953464000000001e+25,15639346.041000001,1.6023020065876974e+22,2467.365068349004
Kepler-752 b,4020.0,15.864,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.1353,0.05147159,0.0,Transit,8.3,2.813459,4.956760000000001e+25,17924547.289,2.4123104405867544e+22,2054.7769957810037
Kepler-753 b,896.0,14.891,Super earth,2016,4.31,Earth,1.91,Earth,0.054,0.015605749,0.0,Transit,4.31,1.91,2.5739319999999997e+25,12168610.0,7.547646062888938e+21,3410.2447021936814
Kepler-754 b,5775.0,15.352,Super earth,2016,4.7,Earth,2.01,Earth,0.116,0.039972622,0.0,Transit,4.7,2.01,2.8068400000000003e+25,12805709.999999998,8.796291172144539e+21,3190.935753569071
Kepler-755 b,1302.0,14.277,Super earth,2016,3.75,Earth,1.76,Earth,0.0214,0.003559206,0.0,Transit,3.75,1.76,2.2395000000000003e+25,11212960.0,5.905401472293675e+21,3792.290855256911
Kepler-755 c,1302.0,14.277,Super earth,2016,2.13,Earth,1.26,Earth,0.0367,0.007939767,0.0,Transit,2.13,1.26,1.272036e+25,8027460.0,2.1668211194922412e+21,5870.516899420293
Kepler-756 b,2779.0,15.986,Super earth,2016,1.46,Earth,1.12,Earth,0.0219,0.003285421,0.0,Transit,1.46,1.12,8.71912e+24,7135520.000000001,1.5218277272702715e+21,5729.3738599701
Kepler-757 b,3486.0,15.066,Super earth,2016,2.42,Earth,1.36,Earth,0.019,0.0027378509,0.0,Transit,2.42,1.36,1.445224e+25,8664560.0,2.7247593382211517e+21,5304.042745087017
Kepler-758 b,4901.0,14.379,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1019,0.033127997,0.0,Transit,6.71,2.477189,4.007212e+25,15782171.119,1.646602813333083e+22,2433.623924089216
Kepler-758 c,4901.0,14.379,Super earth,2016,3.5,Earth,1.69,Earth,0.0547,0.013141684,0.0,Transit,3.5,1.69,2.0902e+25,10766990.0,5.228432895093334e+21,3997.7561956691943
Kepler-758 d,4901.0,14.379,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1447,0.056125943,0.0,Transit,5.14,2.12,3.069608e+25,13506520.0,1.0320934154191696e+22,2974.1571394032426
Kepler-758 e,4901.0,14.379,Super earth,2016,2.96,Earth,1.53,Earth,0.0785,0.022450376,0.0,Transit,2.96,1.53,1.767712e+25,9747630.0,3.8795889796156637e+21,4556.441440802115
Kepler-759 b,3502.0,14.579,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.2329,0.11444216,0.0,Transit,5.77,2.275427,3.445844e+25,14496745.417000001,1.276145360120214e+22,2700.1970995493793
Kepler-75 b,2725.0,15.414,Gas giant,2013,10.1,Jupiter,1.05,Jupiter,0.0818,0.02436687,0.57,Transit,3209.78,11.76945,1.9168806160000002e+28,74983165.95,1.7659562058328433e+24,10854.632802719927
Kepler-760 b,2585.0,15.181,Neptune-like,2016,9.59,Earth,0.273,Jupiter,0.0772,0.023819301,0.0,Transit,9.59,3.060057,5.727148e+25,19495623.147,3.1038446273718047e+22,1845.1787017604327
Kepler-760 c,2585.0,15.181,Super earth,2016,2.79,Earth,1.48,Earth,0.0333,0.0068446267,0.0,Transit,2.79,1.48,1.666188e+25,9429080.0,3.511531517375229e+21,4744.904016255075
Kepler-761 b,2710.0,14.993,Super earth,2016,4.78,Earth,2.03,Earth,0.0874,0.027652293,0.0,Transit,4.78,2.03,2.8546160000000004e+25,12933129.999999998,9.061488388768218e+21,3150.2727560058656
Kepler-762 b,6192.0,15.574,Gas giant,2016,,,1.131,Jupiter,0.0493,0.010403832,0.0,Transit,,12.677379,,80767581.609,2.2069873649262663e+24,
Kepler-763 b,3140.0,15.965,Super earth,2016,1.98,Earth,1.22,Earth,0.0205,0.003285421,0.0,Transit,1.98,1.22,1.1824560000000001e+25,7772620.0,1.966939113540528e+21,6011.65532710139
Kepler-764 b,3418.0,15.555,Super earth,2016,3.33,Earth,1.64,Earth,0.0724,0.019986311,0.0,Transit,3.33,1.64,1.9886760000000003e+25,10448440.0,4.777965050619276e+21,4162.181972725493
Kepler-765 b,3511.0,14.709,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.1754,0.07583847,0.0,Transit,6.48,2.432353,3.869856e+25,15496520.963,1.5588030023101103e+22,2482.581823530595
Kepler-766 b,7495.0,15.825,Neptune-like,2016,11.4,Earth,0.302,Jupiter,0.066,0.01670089,0.0,Transit,11.4,3.385118,6.80808e+25,21566586.778,4.201775659529393e+22,1620.2864102369801
Kepler-767 b,7343.0,15.678,Neptune-like,2016,35.7,Earth,0.592,Jupiter,0.5874,0.4421629,0.0,Transit,35.7,6.635727999999999,2.1320040000000002e+26,42276223.088,3.165025054113663e+23,673.6136250261213
Kepler-768 b,2559.0,15.969,Super earth,2016,3.86,Earth,1.79,Earth,0.092,0.031211497,0.0,Transit,3.86,1.79,2.305192e+25,11404090.0,6.212558875255208e+21,3710.535459360623
Kepler-769 b,3815.0,14.984,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.0778,0.020260096,0.0,Transit,8.85,2.925549,5.28522e+25,18638672.679,2.712273957806519e+22,1948.6305890258536
Kepler-769 c,3815.0,14.984,Super earth,2016,3.86,Earth,1.79,Earth,0.1297,0.043805614,0.0,Transit,3.86,1.79,2.305192e+25,11404090.0,6.212558875255208e+21,3710.535459360623
Kepler-76 b,2684.0,13.474,Gas giant,2013,2.01,Jupiter,1.36,Jupiter,0.0274,0.0041067763,0.0,Orbital brightness modulation,638.7779999999999,15.244240000000001,3.8147822159999997e+27,97121053.04,3.837326538127166e+24,994.1249925167511
Kepler-770 b,3035.0,14.852,Neptune-like,2016,5.9,Earth,0.205,Jupiter,0.1694,0.051745377,0.0,Transit,5.9,2.2978449999999997,3.5234800000000006e+25,14639570.494999997,1.3142367742382605e+22,2681.00852834698
Kepler-770 c,3035.0,14.852,Super earth,2016,1.87,Earth,1.2,Earth,0.0309,0.0041067763,0.0,Transit,1.87,1.2,1.1167640000000002e+25,7645200.0,1.871781552309462e+21,5966.315880301855
Kepler-770 d,3035.0,14.852,Super earth,2016,2.54,Earth,1.4,Earth,0.0616,0.011498973,0.0,Transit,2.54,1.4,1.516888e+25,8919400.0,2.972319779824748e+21,5103.3809023383
Kepler-771 b,4547.0,14.958,Super earth,2016,3.97,Earth,1.82,Earth,0.0843,0.023819301,0.0,Transit,3.97,1.82,2.3708840000000003e+25,11595220.0,6.530186556274971e+21,3630.6527839113205
Kepler-772 b,3687.0,14.145,Super earth,2016,3.97,Earth,1.82,Earth,0.1071,0.03559206,0.0,Transit,3.97,1.82,2.3708840000000003e+25,11595220.0,6.530186556274971e+21,3630.6527839113205
Kepler-773 b,1784.0,13.387,Super earth,2016,2.63,Earth,1.43,Earth,0.047,0.010130048,0.0,Transit,2.63,1.43,1.570636e+25,9110530.0,3.1675212486887704e+21,4958.564999840749
Kepler-774 b,2994.0,12.886,Neptune-like,2016,10.2,Earth,0.283,Jupiter,0.1114,0.030390145,0.0,Transit,10.2,3.1721469999999994,6.09144e+25,20209748.536999997,3.457572844315893e+22,1761.7676544440924
Kepler-775 b,1300.0,13.564,Super earth,2016,1.81,Earth,1.19,Earth,0.0187,0.0027378509,0.0,Transit,1.81,1.19,1.0809320000000002e+25,7581490.0,1.8253758847848732e+21,5921.695410846252
Kepler-776 b,2374.0,15.562,Super earth,2016,2.18,Earth,1.28,Earth,0.0523,0.013415469,0.0,Transit,2.18,1.28,1.3018960000000002e+25,8154880.0,2.271649552076906e+21,5731.060051977264
Kepler-777 b,1445.0,16.131,Super earth,2016,2.76,Earth,1.47,Earth,0.0519,0.015605749,0.0,Transit,2.76,1.47,1.648272e+25,9365370.0,3.440831685119624e+21,4790.330219081019
Kepler-778 b,3060.0,15.959,Super earth,2016,3.46,Earth,1.68,Earth,0.0453,0.010403832,0.0,Transit,3.46,1.68,2.066312e+25,10703280.0,5.136168579537165e+21,4023.061097005896
Kepler-779 b,924.0,16.303,Terrestrial,2016,0.721,Earth,0.92,Earth,0.0533,0.01943874,0.0,Transit,0.721,0.92,4.305812e+24,5861320.0,8.434802276647862e+20,5104.816756547855
Kepler-77 b,2086.0,14.152,Gas giant,2013,0.43,Jupiter,0.96,Jupiter,0.04501,0.009856262,0.0,Transit,136.654,10.760639999999999,8.16097688e+26,68556037.44,1.349664208810043e+24,604.6672073489509
Kepler-780 b,1819.0,13.464,Terrestrial,2016,0.64,Earth,0.89,Earth,0.015,0.0019164955,0.0,Transit,0.64,0.89,3.8220800000000004e+24,5670190.0,7.636272969618341e+20,5005.164188350154
Kepler-781 b,3472.0,16.207,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1019,0.03613963,0.0,Transit,8.7,2.891922,5.19564e+25,18424435.062,2.6198181701625997e+22,1983.2063382007657
Kepler-782 b,1458.0,12.843,Neptune-like,2016,10.4,Earth,0.286,Jupiter,0.5444,0.4344969,0.0,Transit,10.4,3.2057739999999995,6.210880000000001e+25,20423986.153999995,3.5687007442236212e+22,1740.375684358816
Kepler-783 b,1683.0,14.153,Terrestrial,2016,0.399,Earth,0.78,Earth,0.0491,0.011772759,0.0,Transit,0.399,0.78,2.3828280000000003e+24,4969380.0,5.1403800880298603e+20,4635.509357661644
Kepler-783 c,1683.0,14.153,Neptune-like,2020,6.04,Earth,0.208,Jupiter,0.0684,0.01943874,0.0,Transit,6.04,2.3314719999999998,3.607088e+25,14853808.111999998,1.3727834568313255e+22,2627.5724565663995
Kepler-784 b,4253.0,13.392,Super earth,2016,3.12,Earth,1.58,Earth,0.1967,0.08651608,0.0,Transit,3.12,1.58,1.8632640000000003e+25,10066180.0,4.272506040597708e+21,4361.056443911631
Kepler-785 b,2094.0,16.315,Gas giant,2016,,,1.162,Jupiter,0.025,0.0054757018,0.0,Transit,,13.024857999999998,,82981370.31799999,2.3934833803011398e+24,
Kepler-786 b,1583.0,15.253,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.2548,0.14647502,0.0,Transit,6.48,2.432353,3.869856e+25,15496520.963,1.5588030023101103e+22,2482.581823530595
Kepler-787 b,1643.0,16.696,Super earth,2016,2.18,Earth,1.28,Earth,0.0159,0.0024640656,0.0,Transit,2.18,1.28,1.3018960000000002e+25,8154880.0,2.271649552076906e+21,5731.060051977264
Kepler-788 b,5793.0,15.45,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.0835,0.022997946,0.0,Transit,7.04,2.544443,4.204288e+25,16210646.352999998,1.7843892723456942e+22,2356.1495606130793
Kepler-789 b,4828.0,14.723,Neptune-like,2016,5.14,Earth,2.12,Earth,0.0951,0.023545519,0.0,Transit,5.14,2.12,3.069608e+25,13506520.0,1.0320934154191696e+22,2974.1571394032426
Kepler-78 b,406.0,11.717,Super earth,2013,1.96716,Earth,1.121,Earth,,0.0010951404,0.0,Transit,1.96716,1.121,1.174787952e+25,7141891.0,1.5259076921981922e+21,7698.94508040407
Kepler-790 b,2294.0,15.534,Neptune-like,2016,5.39,Earth,2.18,Earth,0.101,0.037508555,0.0,Transit,5.39,2.18,3.218908e+25,13888780.000000002,1.1222274962526722e+22,2868.320381338487
Kepler-791 b,4131.0,14.473,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.1256,0.039972622,0.0,Transit,9.53,3.048848,5.691316e+25,19424210.608,3.069861230501732e+22,1853.9326610114629
Kepler-792 b,4650.0,15.117,Super earth,2016,4.5,Earth,1.96,Earth,0.0988,0.030937715,0.0,Transit,4.5,1.96,2.6874000000000003e+25,12487160.0,8.156045475839108e+21,3294.979175828487
Kepler-793 b,3215.0,14.742,Super earth,2016,2.45,Earth,1.37,Earth,0.0491,0.011498973,0.0,Transit,2.45,1.37,1.4631400000000002e+25,8728270.0,2.7853073552520795e+21,5253.064791004299
Kepler-794 b,3038.0,13.599,Neptune-like,2016,5.1,Earth,2.11,Earth,0.1036,0.030390145,0.0,Transit,5.1,2.11,3.04572e+25,13442810.0,1.0175571035571748e+22,2993.168628426627
Kepler-795 b,1605.0,13.423,Super earth,2016,3.46,Earth,1.68,Earth,0.1817,0.08104038,0.0,Transit,3.46,1.68,2.066312e+25,10703280.0,5.136168579537165e+21,4023.061097005896
Kepler-796 b,2667.0,13.175,Super earth,2016,2.24,Earth,1.3,Earth,0.0662,0.017522246,0.0,Transit,2.24,1.3,1.3377280000000002e+25,8282300.0,2.3798055963101207e+21,5621.165031606541
